,Player,Battles,Rank,Win rate,Avg. frags,Avg. damage
0,BumpinBetty,18,8,94.44%,0.67,44 198
1,KapnWalker,14,9,92.86%,1.14,57 696
2,chaceg1,14,9,92.86%,0.86,68 306
3,noob_cv_ruin_the_game,14,9,92.86%,1.29,70 425
4,DisLitch,17,9,88.24%,0.94,65 693
5,Saratoga_MkII_Mod2_,17,8,88.24%,1.24,85 254
6,Admiral_Xin,16,8,87.5%,1.38,77 669
7,Kclrtfm,15,9,86.67%,1.13,65 876
8,TioShin_Eien,15,10,86.67%,1.2,58 828
9,Ito_Chan,15,8,86.67%,0.73,58 286
10,qwertybirdy,14,9,85.71%,0.86,42 331
11,Raminator3500,14,10,85.71%,1.36,88 515
12,Yotaman,14,9,85.71%,0.86,41 870
13,rafael133,14,9,85.71%,0.93,61 906
14,Chapadim,14,9,85.71%,0.57,33 079
15,Kblam,14,8,85.71%,0.71,62 699
16,EinhardStratos,14,8,85.71%,1.14,49 956
17,Ticonderoga_Nuke,14,8,85.71%,0.86,63 627
18,Wylor,14,9,85.71%,1.14,73 607
19,Kelsier3,47,1,85.11%,1.32,48 651
20,iceman5606,20,8,85%,1.35,90 586
21,Pustak,19,8,84.21%,1.11,58 830
22,Cyanide_Assassin,19,7,84.21%,0.47,41 920
23,BilibiliTV_KnightStorm,25,7,84%,1.48,79 130
24,HMSJUMKA,25,6,84%,1.08,77 202
25,Elessar00,31,5,83.87%,1.06,61 903
26,Masadomizer,18,7,83.33%,1.17,57 209
27,PockyMK6,18,8,83.33%,1.06,72 878
28,Mikenzb_NA,23,7,82.61%,1.43,77 132
29,Super_six_actual,17,7,82.35%,0.94,75 140
30,igusmao,17,8,82.35%,0.71,36 822
31,VOIDZ31,17,9,82.35%,0.88,78 875
32,Indominus752,34,5,82.35%,0.94,54 112
33,The_FPGA_Bot,28,5,82.14%,1.11,91 362
34,Kaioshin,22,7,81.82%,0.82,56 029
35,Brown_Bomber,22,8,81.82%,1.32,63 778
36,han16,22,8,81.82%,0.82,71 947
37,BananaBroadside,22,7,81.82%,1.18,66 334
38,NeKyou,22,8,81.82%,1.27,77 496
39,Nightmare_74,16,9,81.25%,0.94,45 922
40,Elsa_Anna_FROZEN,16,7,81.25%,1.12,80 888
41,trax215,16,8,81.25%,1.19,72 423
42,Fog_Destroyer_Umikaze,32,7,81.25%,1.22,70 321
43,dexterbig_swag,16,9,81.25%,1.56,63 121
44,Blaze1209,16,9,81.25%,1.0,67 625
45,Super_Navy,16,9,81.25%,1.0,31 560
46,A_LuckyBoy,16,9,81.25%,0.94,102 652
47,CaptLeidma,21,8,80.95%,0.81,43 477
48,Exciton8964,21,7,80.95%,1.9,75 146
49,AHINTOFSWAG,21,9,80.95%,1.1,56 594
50,Ehdeni1,26,7,80.77%,1.27,74 673
51,Squishy_Beenz,62,1,80.65%,0.84,48 372
52,Kadidi,31,7,80.65%,1.13,80 261
53,HANSvonSPESHUUUL,56,1,80.36%,0.84,38 967
54,_Jayzilla,15,9,80%,0.8,54 578
55,Dumpster_Water,15,9,80%,0.6,67 527
56,PlayaSlaya314,35,7,80%,0.83,66 946
57,Diabolik1013,35,5,80%,1.09,64 104
58,imawesome98,15,10,80%,0.87,71 184
59,LKnifer,20,8,80%,0.75,77 346
60,CrazyKipper,15,9,80%,1.4,75 694
61,Spyder_stern,15,9,80%,0.8,39 763
62,PsycoScRm,15,9,80%,0.73,41 258
63,Ripcord03,15,10,80%,1.27,50 395
64,lilslapandtikle,20,9,80%,1.3,85 792
65,ChthoIIy,60,1,80%,1.45,37 907
66,DoomTrooperz,15,10,80%,2.2,120 424
67,jsp247,15,9,80%,0.8,41 797
68,cocomango,59,1,79.66%,1.53,60 595
69,Samuel2021,34,6,79.41%,1.03,47 983
70,GallopingGhostJavaCoast,34,5,79.41%,0.97,36 146
71,Sebazul11,29,5,79.31%,1.14,92 810
72,undercurrent,24,8,79.17%,0.54,54 476
73,Markgraf_4,24,5,79.17%,1.0,36 766
74,goreignak,19,9,78.95%,1.21,49 941
75,KapnKush,19,9,78.95%,0.74,56 320
76,DHKOO_KOR,19,9,78.95%,1.58,70 694
77,Jackaar,19,9,78.95%,1.21,66 845
78,cuervo55555,19,9,78.95%,1.16,49 855
79,Rebel_Sailor_CSN,19,8,78.95%,0.79,46 924
80,Feuerja,19,8,78.95%,1.63,85 830
81,DeadWeight13,19,8,78.95%,0.74,42 668
82,White_Pointer_95,19,6,78.95%,0.89,42 853
83,DiktaniK,19,10,78.95%,1.0,87 561
84,volder_iron,33,5,78.79%,0.76,62 579
85,F__E__L__I__X,66,1,78.79%,1.17,70 936
86,Tathlow,14,10,78.57%,0.86,45 773
87,TIGERSHARK715,14,10,78.57%,0.71,44 458
88,stangbro01,14,9,78.57%,0.79,54 456
89,Shadowforce201,14,9,78.57%,1.86,94 600
90,TaKEshika,28,6,78.57%,1.04,66 774
91,DarkSebKing,14,8,78.57%,1.14,46 308
92,USSMcDerp,14,10,78.57%,0.86,45 436
93,lwkwkss,42,5,78.57%,1.0,66 762
94,hunter4790,14,10,78.57%,1.29,90 119
95,Cpt_JM_Nascimento,56,1,78.57%,0.98,48 506
96,Im_Super_Sneaky_Guy,14,10,78.57%,1.5,82 780
97,FCSnapshot,14,9,78.57%,1.57,60 197
98,InsideOfYou,14,10,78.57%,0.36,47 347
99,Z4r4tul,14,9,78.57%,1.0,53 546
87,Pwinzy_Eugen_owo,14,10,78.57%,0.64,45 073
102,Zhijian_sniper,37,5,78.38%,0.95,65 950
102,Degenerate_69,37,5,78.38%,1.62,90 804
104,Zenn3k,23,8,78.26%,1.52,69 847
104,SkinnyKnight,23,8,78.26%,1.13,79 034
106,Dio_Brando_Wryyyyyyyyyyy,55,1,78.18%,0.84,84 579
107,HotHamSanwich,32,6,78.13%,1.12,83 468
107,VADM_Wolf,32,6,78.13%,1.19,53 673
107,Zahaiel,32,6,78.13%,1.41,77 957
107,RenamedUser_1037556159,32,5,78.13%,1.59,78 837
111,SBWGNMSL,59,4,77.97%,0.92,43 585
112,snow5man,36,7,77.78%,1.56,74 146
112,suicidegrunt355,18,10,77.78%,1.22,96 741
112,RagnarokApache,18,9,77.78%,0.94,72 613
112,FarewellFrederic,18,7,77.78%,0.89,77 207
112,GrizzledBear465,18,8,77.78%,1.28,49 584
112,Angron_The_Red_Angel,18,8,77.78%,1.17,92 931
112,Lt_5K1TZ,18,9,77.78%,1.33,93 949
112,BlueSteel_Takao_,18,8,77.78%,1.33,104 027
112,Jermdizzle,18,9,77.78%,1.06,79 857
112,AUSS119,18,8,77.78%,1.11,85 796
112,Act_z,27,5,77.78%,1.33,47 773
112,Uther_cn,18,9,77.78%,1.22,57 307
112,Fubuki_MioPrPr,27,7,77.78%,0.93,67 620
112,O_SJ,18,10,77.78%,1.06,73 160
126,demberg,22,8,77.27%,1.27,74 289
126,Ramenx,22,8,77.27%,0.55,49 724
126,kabeuchi,22,9,77.27%,0.82,69 528
126,Right_Next_To_You,22,9,77.27%,1.5,85 251
126,Cimingwei_HAN,22,9,77.27%,1.0,70 193
126,There556,22,8,77.27%,0.68,44 287
132,HikikomoriKruge,35,5,77.14%,1.2,44 762
133,Nigel1010,26,7,76.92%,0.85,51 200
133,Farraguts_Finest,26,8,76.92%,0.73,42 575
133,Angstroms,26,6,76.92%,1.54,100 643
136,KevRalix,17,10,76.47%,0.82,60 703
136,Swick63,17,9,76.47%,0.29,38 598
136,I_Assassin_I,17,9,76.47%,1.29,68 452
136,GAYMING_MACHINE,17,9,76.47%,1.41,59 887
136,KingoDingo,17,10,76.47%,1.12,87 363
136,Pyrokitsune,17,9,76.47%,1.06,45 966
136,Ethereal_Khaos,17,9,76.47%,0.94,48 610
136,Shipload_of_shells,17,9,76.47%,1.0,60 927
136,PierPan,17,9,76.47%,0.53,58 454
136,NekoDorei,51,5,76.47%,1.12,85 130
136,Capt_Horatio,17,9,76.47%,0.88,46 273
136,Kalisse,17,10,76.47%,0.47,56 078
136,Taken0ut,17,10,76.47%,1.29,80 170
149,HSBlackHawk16,38,6,76.32%,1.21,85 654
149,jixuanRailgun233,76,1,76.32%,1.21,79 902
149,Black_Viking_0544,38,5,76.32%,0.82,61 275
152,PiePi314,21,9,76.19%,0.67,53 782
152,killer320,21,9,76.19%,0.71,62 064
152,Meya_S_Aiffimeral,21,8,76.19%,1.1,72 070
152,michel200,21,9,76.19%,0.95,86 540
152,The_Librarian54,21,9,76.19%,1.19,42 521
152,m_roshy,21,10,76.19%,0.76,41 311
158,ButterSlippyMan,25,8,76%,0.92,84 334
158,MeAqua,25,6,76%,1.36,69 687
160,deadly105mm,29,7,75.86%,1.07,61 083
160,Cyak_1,29,6,75.86%,1.66,82 105
162,Five_Star_Gneral_,62,1,75.81%,1.31,76 114
163,SirDerpsA_Lot,33,8,75.76%,1.24,70 891
163,Fraccharles,33,6,75.76%,0.61,58 135
165,kingofthesofas,37,6,75.68%,0.78,48 317
165,Aeviaan,37,6,75.68%,1.32,84 319
167,MrHrk,41,5,75.61%,1.27,91 818
167,ALLOFMYSNACKBARS,41,5,75.61%,0.95,45 365
169,Katarya,61,1,75.41%,1.2,63 271
170,AdventurePigeon,28,6,75%,1.11,84 751
170,skullflap,28,8,75%,0.54,31 697
170,Etchglow,20,9,75%,1.15,79 348
170,WyrdNyrd,16,9,75%,1.25,68 410
170,CommoRanger,16,9,75%,0.94,63 064
170,fgwaterpolo6,24,8,75%,0.54,44 168
170,PKMR_211_Sea_Eagle,36,8,75%,0.56,55 081
170,Kartaugh,16,7,75%,1.12,82 896
170,juskay,28,8,75%,0.86,48 446
170,Stoper,16,9,75%,0.81,44 516
170,ZMK48,20,10,75%,0.55,42 459
170,smitty104,16,10,75%,0.69,70 085
170,Cmuss89,20,9,75%,0.85,64 042
170,reznovwoods,32,7,75%,0.97,81 119
170,Gendreavis,16,10,75%,0.69,70 471
170,xDrummerboy42x,40,5,75%,0.9,41 855
170,BoogerRed,20,8,75%,0.25,34 502
170,Catfish_Killer_16,16,9,75%,1.25,44 098
170,alfa_sierra,20,9,75%,1.1,67 630
170,bugs99,16,10,75%,1.12,64 561
170,Mighty_Tingles,16,9,75%,0.81,57 592
170,Lentulus_Sura,20,8,75%,1.7,86 857
170,kiik21,16,10,75%,0.88,54 519
170,Glowworms_Revenge,56,3,75%,0.77,33 731
170,GeneralAdmiralDomingo,16,9,75%,1.0,57 964
170,Math_e,24,6,75%,0.54,50 151
170,Colete1,16,8,75%,1.5,91 569
170,Nimlee,20,8,75%,1.15,76 096
170,Sivonei_Betin,16,10,75%,0.81,56 545
170,Rokkator,16,9,75%,0.81,71 160
170,Stannish,36,6,75%,0.89,60 573
170,ScotchRox,28,9,75%,0.82,42 669
170,classic1017,40,5,75%,1.45,66 307
170,oldmantime,16,10,75%,0.5,45 819
170,sosa426,28,7,75%,0.86,49 250
170,oilPxPilo,16,9,75%,0.75,66 070
170,kilbrj,16,9,75%,0.5,38 786
170,Kudoken,16,9,75%,0.62,77 942
170,Jtsully2013,16,10,75%,1.12,68 425
170,Corgo_Ship,16,9,75%,0.94,58 189
170,Confederate_Submariner,16,9,75%,1.06,46 212
170,smartpanda,16,10,75%,0.81,76 401
170,turboone_1,20,8,75%,0.55,29 566
170,Si_No,32,6,75%,0.94,77 473
170,eSSex_30,16,8,75%,1.31,63 620
170,frank_zf,20,8,75%,0.75,62 860
170,Cheeezzy,24,8,75%,0.83,66 327
170,Reddek,16,10,75%,0.81,58 495
170,ChevalierClass,28,6,75%,0.93,63 321
170,Maxitaxi55555,40,5,75%,1.0,47 474
170,CitizenErased07,16,10,75%,0.62,65 608
170,AdmiralDarkLordPapi,16,10,75%,0.62,44 579
170,UttermostBasmati,28,8,75%,1.07,70 904
170,____________________iong,16,9,75%,1.5,59 640
170,Jamsil_Macho_Jang,16,9,75%,1.31,66 533
225,Yamamoto1941,63,1,74.6%,1.35,45 405
226,Lateralus462,43,4,74.42%,1.26,62 449
226,Devilkt,43,5,74.42%,1.28,88 086
228,Fade_The_Heat,39,6,74.36%,1.08,68 855
229,SourMilk,35,7,74.29%,1.17,65 063
229,xXPSYOPSXx,35,5,74.29%,1.17,83 215
229,Lemon_Lazy,35,5,74.29%,1.37,87 765
229,noz3186,35,5,74.29%,0.97,35 334
229,AFXVI,35,6,74.29%,1.54,86 844
234,zhao298,66,3,74.24%,1.26,65 622
235,tiffy_12,31,8,74.19%,1.39,72 753
235,GloryForBloodGod,31,7,74.19%,1.23,96 115
235,culturedbark_72,31,7,74.19%,1.29,93 226
238,TaiwanNumbaOne,27,8,74.07%,1.19,59 819
238,Iam_LYB,27,8,74.07%,0.78,62 349
240,Gabriel192,50,5,74%,0.84,73 491
241,rblade36,23,8,73.91%,0.74,63 480
241,tripple777,23,8,73.91%,1.26,98 698
241,Sipher351,23,8,73.91%,1.26,74 071
241,XLAAD_Jarhead,23,8,73.91%,0.57,63 669
241,BattleBeans,23,9,73.91%,0.65,69 216
241,Sunnyboy4526,23,9,73.91%,0.87,65 384
247,ericthefly,42,5,73.81%,1.33,91 863
247,ACUPOFGR,42,5,73.81%,0.86,61 120
249,LoneLy_Feather,80,1,73.75%,1.07,65 805
250,Minigin,38,6,73.68%,0.92,75 621
250,HockeyPhool,19,9,73.68%,0.47,43 257
250,sacredonion,76,1,73.68%,0.92,68 333
250,Kage_Krieger,19,9,73.68%,0.68,66 177
250,AppropriateNickname,19,9,73.68%,0.84,73 479
250,snipeZ_ur_face,19,9,73.68%,1.16,42 660
250,Baol,19,9,73.68%,1.0,51 162
250,eigenmeat,19,9,73.68%,1.47,59 722
250,Spartias,76,1,73.68%,1.13,53 443
250,Kil_n_Time,38,5,73.68%,0.97,63 225
250,Zarroc1,19,8,73.68%,1.58,82 237
250,lexiaoyao,38,5,73.68%,1.26,43 107
250,KronzReaper,19,10,73.68%,1.16,79 147
250,Magtrinix1,19,8,73.68%,1.11,75 219
250,VictoriesAutMortis,19,10,73.68%,1.37,79 622
265,HiimKz,72,1,73.61%,1.49,72 636
266,Bedauern,34,6,73.53%,0.76,62 679
266,Forgotten_Fox,34,8,73.53%,1.12,71 992
266,MichaelWesten_OP,34,7,73.53%,1.5,75 195
266,Sherm19,34,7,73.53%,0.94,41 639
270,Warwolf595,15,9,73.33%,0.67,71 865
270,Patton_II,15,8,73.33%,0.87,27 025
270,planBskater69,15,9,73.33%,1.07,73 804
270,JetDude12,15,10,73.33%,0.8,52 003
270,dmac18t,15,10,73.33%,0.73,42 870
270,BSTRDFERG,15,10,73.33%,0.73,37 311
270,Sea_Penguin,15,8,73.33%,1.13,63 307
270,jackarooneyroo,15,10,73.33%,0.93,75 341
270,FireVerm,15,9,73.33%,1.0,70 405
270,NEMDAM,15,9,73.33%,0.33,28 815
270,Enders_rats,15,10,73.33%,0.6,33 343
270,Lordshadowdragon1,15,9,73.33%,1.0,66 787
270,lethalboceifus,15,9,73.33%,0.93,55 991
270,WarCraft321,15,9,73.33%,0.53,44 045
270,HunterK87,15,10,73.33%,1.27,85 851
270,Willaev,15,9,73.33%,0.6,41 934
270,JornGrevis,15,10,73.33%,1.13,71 571
270,SweetPotatoes17,30,8,73.33%,1.07,81 833
270,Admiral_Warhobbit,15,10,73.33%,1.33,63 170
270,ShipWreck412709,15,10,73.33%,0.47,44 753
270,underpaid_oil_farmer,75,1,73.33%,1.24,83 839
270,zero_nkt,15,10,73.33%,1.13,77 072
270,HeellJumpeR,15,9,73.33%,1.2,52 445
270,jaygon1234,15,11,73.33%,0.4,45 867
270,Flattop_GA,15,9,73.33%,0.87,24 098
270,Abiter_617,15,10,73.33%,0.6,56 757
270,zraith_,15,9,73.33%,0.6,50 245
270,xDerecious,15,10,73.33%,0.53,46 297
270,amazingBadlord,15,9,73.33%,1.13,58 003
270,Yelirious,15,10,73.33%,1.2,51 376
270,DumpK1ng,15,10,73.33%,0.93,38 292
270,Norman_Scott,30,7,73.33%,1.13,74 660
270,Smith170,15,10,73.33%,0.6,62 603
270,Mhalarky,15,10,73.33%,0.93,37 041
270,WashingtonIrving,15,9,73.33%,1.2,51 455
270,_Captain_Shanks,15,9,73.33%,0.8,68 759
270,BlackSpartan04,15,9,73.33%,1.07,52 606
270,YungSungJP,15,9,73.33%,0.67,49 760
270,Powaii,15,10,73.33%,1.13,92 514
270,P0l4nikus,15,10,73.33%,0.67,55 276
310,Cranky999,41,5,73.17%,1.02,62 385
310,Uhntisss,41,7,73.17%,1.05,80 712
312,No1Stoner,67,1,73.13%,1.06,59 522
313,adj1099,52,5,73.08%,1.17,68 656
313,Easy_Armor,26,8,73.08%,1.12,51 981
313,Doctor_Who_Bacon_Warrior,26,8,73.08%,0.77,52 274
313,Qietman,26,7,73.08%,0.81,36 968
313,Anchor_Chan,26,7,73.08%,0.73,29 257
313,PapuPraieiro,26,8,73.08%,0.38,46 858
319,HollowBane37,37,5,72.97%,1.3,72 616
320,BarneyStyle,81,1,72.84%,0.96,47 073
321,Captain_DirtyLeotard,22,9,72.73%,0.68,34 375
321,Sollitus,22,8,72.73%,0.86,66 746
321,Kevik70,22,9,72.73%,1.18,77 533
321,Abate836,44,6,72.73%,0.95,57 507
321,ThanatosXV,33,6,72.73%,1.15,61 856
321,landlockednewfie,22,9,72.73%,1.0,48 669
321,Khrunos,22,9,72.73%,1.18,55 114
321,CaptainSnek,33,6,72.73%,1.09,71 660
321,Cap_Chivas,22,8,72.73%,1.09,66 708
321,Lauruna,22,10,72.73%,0.55,35 517
321,Love_Only_Hibiki,77,1,72.73%,1.0,62 554
321,skkhk,22,9,72.73%,0.86,59 335
333,Pegneus,73,1,72.6%,1.05,63 002
333,johnsonyouca,73,1,72.6%,1.36,85 180
335,iSaint_v2,62,4,72.58%,1.24,81 544
336,j2age,51,4,72.55%,0.9,75 944
337,GloryofKursk,40,6,72.5%,0.8,48 879
337,DarkGIO2365,40,5,72.5%,1.18,78 103
337,Ritata,40,5,72.5%,1.48,75 862
340,CamelTanker,29,8,72.41%,0.48,41 744
340,Galentro,29,9,72.41%,0.69,53 699
340,jason199506,29,5,72.41%,1.62,103 382
340,MouMouMAX,87,1,72.41%,1.15,81 792
344,Oldmank,47,6,72.34%,0.79,42 055
345,Megatron_5,83,1,72.29%,1.16,74 963
346,Woody051,18,9,72.22%,1.33,63 270
346,Bloodbucket,18,9,72.22%,1.11,84 112
346,TheMatrix,18,10,72.22%,0.61,82 125
346,smileatthefaceofdeath,18,9,72.22%,1.28,70 145
346,Chicoreus,18,9,72.22%,0.56,32 148
346,mister_info,18,9,72.22%,0.94,65 033
346,HMCS_Tang,18,9,72.22%,1.17,34 839
346,Sir_Locomotive,18,9,72.22%,0.78,70 864
346,bleedngreen,18,9,72.22%,1.06,62 989
346,jeffster_,18,9,72.22%,0.61,33 625
346,Masher_of_Potatoes,18,9,72.22%,0.72,46 113
346,yyut_official,18,10,72.22%,0.94,64 166
346,Tanktj1941,36,7,72.22%,0.83,45 086
346,snehfang,18,9,72.22%,1.06,85 729
346,john40cal,18,9,72.22%,0.78,54 467
346,engineer131,18,9,72.22%,0.94,64 955
346,CommandMan7,18,9,72.22%,0.39,28 488
346,Mudmavis,18,9,72.22%,0.39,32 353
346,Misakiyin,18,10,72.22%,1.11,72 259
346,Joseph_ywd,18,9,72.22%,1.28,55 897
346,Nextan,18,10,72.22%,0.72,33 796
346,Magnyz93,18,9,72.22%,1.11,75 304
346,st_148935036,18,9,72.22%,1.28,82 256
346,ShallowAzure,18,9,72.22%,1.22,68 508
346,H_K1tahara,18,9,72.22%,0.67,92 227
346,I_HATE_MOON,18,10,72.22%,1.06,70 824
346,YuGumo_31,18,9,72.22%,1.06,78 910
373,GOLDPOWER_1,79,1,72.15%,1.03,80 804
374,Rattie64,43,6,72.09%,0.51,36 944
375,moonsea,68,1,72.06%,1.54,74 098
376,MRohCRACKER,25,9,72%,0.64,39 735
376,Zabka_,25,8,72%,1.04,78 277
376,LordFrostyHawk,25,10,72%,1.12,84 071
376,GhostSwordsman,25,9,72%,1.08,39 330
376,Seloniia,25,7,72%,1.24,86 104
376,Oskr73,25,9,72%,1.0,66 385
376,HuGe_1,25,8,72%,1.24,80 191
376,StraikerMS,25,8,72%,0.8,61 733
376,Stefx_1,25,9,72%,0.76,72 358
376,MacwithaRPG,25,9,72%,0.64,59 752
386,ArcticLancer,32,6,71.88%,0.91,60 580
386,Smiggs_,32,6,71.88%,1.25,81 792
386,seye2552,32,8,71.88%,0.84,59 657
386,Ar_Ares1004,32,5,71.88%,1.22,35 068
386,Baird_Zz,64,1,71.88%,1.11,79 203
391,LONEWOLF798,71,1,71.83%,0.99,60 612
392,SergeantHattie,78,1,71.79%,1.0,60 275
392,boyikr,39,5,71.79%,1.15,60 429
392,chill13_2015,39,7,71.79%,0.64,56 161
395,captainspoof,46,5,71.74%,1.15,76 341
395,Shigetsu,46,5,71.74%,1.09,56 409
395,Zack2519,46,5,71.74%,1.46,79 995
398,TAM_OH,53,5,71.7%,0.87,43 957
399,Hailtronzx,60,5,71.67%,1.2,73 458
399,CloudAI,60,4,71.67%,0.92,63 244
401,Baird_fk,67,1,71.64%,1.15,79 404
402,Cykyl,14,10,71.43%,1.29,76 299
402,Dreadnaught90k,21,10,71.43%,0.95,69 142
402,BMontgomery,14,11,71.43%,0.5,56 457
402,CSM_HQ_Coy,14,10,71.43%,1.14,76 141
402,Tentacools,14,9,71.43%,0.86,33 680
402,ShuDawg,14,10,71.43%,1.07,43 197
402,Oddball1973,14,10,71.43%,0.71,47 860
402,Evilbri,14,10,71.43%,0.64,60 515
402,Ghost_Commander,14,10,71.43%,0.71,60 973
402,TheUnsungHero,21,9,71.43%,1.05,55 470
402,MountainMan1349,14,11,71.43%,1.0,39 856
402,iQwop,14,10,71.43%,0.93,56 812
402,Kissov,14,11,71.43%,1.14,77 516
402,UKilledKennyUBastard,21,9,71.43%,0.43,43 622
402,Delta_7B,21,9,71.43%,0.67,65 278
402,Capt_Barkhorn,14,10,71.43%,1.5,79 523
402,Medicated_Monkey,14,10,71.43%,1.14,79 725
402,covie,14,10,71.43%,0.57,59 609
402,Alexandrix,14,10,71.43%,0.64,47 934
402,TANIWHA_TONGUE,14,10,71.43%,1.29,77 325
402,ejronne,14,10,71.43%,1.29,66 775
402,Kukidzalis,14,10,71.43%,0.57,49 906
402,pipsqueak259,14,10,71.43%,0.86,50 752
402,swinder,21,9,71.43%,0.67,43 191
402,PSGPANZER,28,8,71.43%,0.54,43 106
402,TheLarkNessMonster,21,9,71.43%,0.86,51 928
402,SquirtleSoup,35,6,71.43%,0.97,48 772
402,jcombo11,14,10,71.43%,0.57,53 580
402,Hunter_or_Hunted50,14,10,71.43%,1.36,47 999
402,Iceman396,14,10,71.43%,1.07,50 334
402,Keverta,42,6,71.43%,0.98,40 413
402,King_of_the_Mountains,28,8,71.43%,0.68,64 015
402,Fleischwolfe,21,9,71.43%,1.14,46 725
402,Keg_Stand,14,10,71.43%,1.21,77 403
402,TsundereMusashi,21,10,71.43%,1.24,73 670
402,Flip4190,14,11,71.43%,1.43,78 174
402,allhappycowsmoo,14,9,71.43%,1.29,73 538
402,Yifu_Qiao,14,10,71.43%,0.86,36 111
402,blackpanther339,14,10,71.43%,0.71,73 502
402,COMPAC2,14,11,71.43%,0.5,44 856
402,wolvenfire,14,10,71.43%,0.29,22 233
402,M98andpregnant,14,9,71.43%,1.21,61 855
402,metalmilitia_599,14,10,71.43%,0.64,53 031
402,Bumblebro,14,10,71.43%,1.93,97 334
402,afroman720,14,10,71.43%,1.0,42 629
402,SleepingFisher,14,10,71.43%,0.64,47 708
402,TH4NKZ,70,1,71.43%,0.96,65 161
402,SCCreations,14,10,71.43%,0.57,40 375
402,Nighthawk__fighter,21,9,71.43%,0.76,42 165
402,ABGobs,14,10,71.43%,0.36,39 733
402,SFNL,70,1,71.43%,1.01,45 697
402,HARLEM_HEAT,35,7,71.43%,0.8,62 704
402,RNGesus_hates_all,14,10,71.43%,0.79,81 375
402,teletubby_noticeme,14,10,71.43%,0.57,33 693
402,Fireblazenx,14,10,71.43%,0.86,41 750
402,splinewrench,14,10,71.43%,0.21,27 779
402,Billy233,14,9,71.43%,0.86,74 150
402,ach42,14,10,71.43%,1.14,65 470
402,LowSpeed_US,14,9,71.43%,1.21,61 197
402,HMSRoyalOak,14,9,71.43%,0.79,60 093
402,Hydrius,28,7,71.43%,0.61,56 459
402,groff_2016,14,10,71.43%,0.57,57 252
402,karnage_marksman,14,10,71.43%,1.29,82 073
402,Captainpotatoman,14,10,71.43%,0.93,76 324
402,CaptainAdama61,28,8,71.43%,0.86,52 986
402,AchillesVBR,14,10,71.43%,0.71,47 029
402,Medved0312,14,11,71.43%,1.21,90 655
402,SergioPSCSHIP,14,10,71.43%,0.29,40 740
402,Loqiical,14,10,71.43%,1.43,46 934
402,RearAdmiral_Waffle,14,10,71.43%,0.86,65 348
402,KGAE_27,14,10,71.43%,1.36,41 171
402,JackSauphalot,21,9,71.43%,0.62,64 499
402,LtCmdrRivan,14,11,71.43%,0.86,44 078
402,DrLucianoIV,28,8,71.43%,1.04,71 826
402,Kerdric,14,10,71.43%,0.79,44 362
402,thukx2011,21,8,71.43%,0.81,66 138
402,DuckyOnDatQuack,14,12,71.43%,0.57,48 939
402,Ahalkinan,14,10,71.43%,0.29,49 782
402,patrickzheung,14,10,71.43%,0.79,52 669
402,Malegod,21,9,71.43%,1.0,72 998
402,GoodInDeed,84,1,71.43%,0.68,60 391
402,Sone_mg,14,10,71.43%,1.21,88 986
402,Iron_Cream,14,10,71.43%,0.71,69 043
402,YPEN0220,14,10,71.43%,0.93,74 092
402,IainMBanks,14,10,71.43%,0.21,18 946
402,Melf_7,70,3,71.43%,0.89,57 620
402,DrBalans,14,10,71.43%,1.71,102 470
402,Plz_Kill_DD_First,21,9,71.43%,1.0,56 874
402,hero123567HK,14,10,71.43%,0.93,50 977
402,kimpori,42,7,71.43%,1.24,64 461
402,LightZilla,14,10,71.43%,0.36,27 216
402,tx_chainsaw666,14,10,71.43%,0.21,42 414
402,Bolas_Alpha,21,10,71.43%,0.71,55 160
402,RedSkull_84,14,10,71.43%,0.93,71 467
402,John_nukem_Sheridan,14,10,71.43%,0.71,65 761
497,xfabi7x,45,5,71.11%,1.33,99 385
498,munitionready,83,1,71.08%,0.84,58 380
499,BlueWolf11,38,7,71.05%,1.0,64 917
500,TuxPenguin56,31,8,70.97%,1.32,75 121
500,tangerine007,31,8,70.97%,0.65,50 731
500,JunkAxe,31,7,70.97%,0.48,46 776
500,abhi_par,31,7,70.97%,0.9,45 566
500,Umega,31,7,70.97%,0.97,60 851
505,Hollocene,55,5,70.91%,0.69,30 475
506,WhatItsAPancake,24,9,70.83%,0.96,77 729
506,BravoLuigi,24,8,70.83%,0.5,59 507
506,onearmedbandit81,24,9,70.83%,1.0,72 014
506,Lzstars,24,9,70.83%,0.79,65 175
506,Octavian_87,24,8,70.83%,1.08,60 618
506,basementcarpenter,24,8,70.83%,0.67,43 299
506,NCC2614,24,9,70.83%,0.96,78 372
506,tzerhyn,24,7,70.83%,1.25,70 189
514,IamOiman,41,5,70.73%,1.34,82 145
514,TheDiceGuy,41,6,70.73%,0.78,54 825
516,Keegan94114,58,4,70.69%,0.84,74 097
517,Fuzzballs,75,1,70.67%,1.32,69 115
518,KnightOfZero,17,9,70.59%,0.59,26 334
518,FortsOfWars247,17,10,70.59%,0.76,57 046
518,azntrigboi,17,10,70.59%,0.65,45 749
518,ScapeGoat,34,7,70.59%,0.76,68 727
518,SkeletorEmperor,17,10,70.59%,0.88,63 584
518,______AESTHETIC_BREADBOX,17,9,70.59%,0.59,81 114
518,allbassfearme,17,9,70.59%,0.76,54 796
518,Diss,17,10,70.59%,0.71,42 230
518,iilikepieii,17,10,70.59%,1.35,77 401
