,Player,Battles,Rank,Win rate,Avg. frags,Avg. damage
0,BumpinBetty,18,8,94.44%,0.67,44 198
1,KapnWalker,14,9,92.86%,1.14,57 696
2,chaceg1,14,9,92.86%,0.86,68 306
3,noob_cv_ruin_the_game,14,9,92.86%,1.29,70 425
4,DisLitch,17,9,88.24%,0.94,65 693
5,Saratoga_MkII_Mod2_,17,8,88.24%,1.24,85 254
6,Admiral_Xin,16,8,87.5%,1.38,77 669
7,Kclrtfm,15,9,86.67%,1.13,65 876
8,TioShin_Eien,15,10,86.67%,1.2,58 828
9,Ito_Chan,15,8,86.67%,0.73,58 286
10,qwertybirdy,14,9,85.71%,0.86,42 331
11,Raminator3500,14,10,85.71%,1.36,88 515
12,Yotaman,14,9,85.71%,0.86,41 870
13,rafael133,14,9,85.71%,0.93,61 906
14,Chapadim,14,9,85.71%,0.57,33 079
15,Kblam,14,8,85.71%,0.71,62 699
16,EinhardStratos,14,8,85.71%,1.14,49 956
17,Ticonderoga_Nuke,14,8,85.71%,0.86,63 627
18,Wylor,14,9,85.71%,1.14,73 607
19,Kelsier3,47,1,85.11%,1.32,48 651
20,iceman5606,20,8,85%,1.35,90 586
21,Pustak,19,8,84.21%,1.11,58 830
22,Cyanide_Assassin,19,7,84.21%,0.47,41 920
23,BilibiliTV_KnightStorm,25,7,84%,1.48,79 130
24,HMSJUMKA,25,6,84%,1.08,77 202
25,Elessar00,31,5,83.87%,1.06,61 903
26,PockyMK6,18,8,83.33%,1.06,72 878
27,Mikenzb_NA,23,7,82.61%,1.43,77 132
28,Super_six_actual,17,7,82.35%,0.94,75 140
29,igusmao,17,8,82.35%,0.71,36 822
30,VOIDZ31,17,9,82.35%,0.88,78 875
31,Indominus752,34,5,82.35%,0.94,54 112
32,The_FPGA_Bot,28,5,82.14%,1.11,91 362
33,Kaioshin,22,7,81.82%,0.82,56 029
34,han16,22,8,81.82%,0.82,71 947
35,BananaBroadside,22,7,81.82%,1.18,66 334
36,NeKyou,22,8,81.82%,1.27,77 496
37,Nightmare_74,16,9,81.25%,0.94,45 922
38,Elsa_Anna_FROZEN,16,7,81.25%,1.12,80 888
39,trax215,16,8,81.25%,1.19,72 423
40,Fog_Destroyer_Umikaze,32,7,81.25%,1.22,70 321
41,Player_9579563679,16,9,81.25%,1.0,67 147
42,dexterbig_swag,16,9,81.25%,1.56,63 121
43,Blaze1209,16,9,81.25%,1.0,67 625
44,Super_Navy,16,9,81.25%,1.0,31 560
45,CaptLeidma,21,8,80.95%,0.81,43 477
46,Exciton8964,21,7,80.95%,1.9,75 146
47,AHINTOFSWAG,21,9,80.95%,1.1,56 594
48,Ehdeni1,26,7,80.77%,1.27,74 673
49,Squishy_Beenz,62,1,80.65%,0.84,48 372
50,Kadidi,31,7,80.65%,1.13,80 261
51,HANSvonSPESHUUUL,56,1,80.36%,0.84,38 967
52,_Jayzilla,15,9,80%,0.8,54 578
53,Dumpster_Water,15,9,80%,0.6,67 527
54,PlayaSlaya314,35,7,80%,0.83,66 946
55,Brown_Bomber,20,9,80%,1.25,60 829
56,Diabolik1013,35,5,80%,1.09,64 104
57,imawesome98,15,10,80%,0.87,71 184
58,LKnifer,20,8,80%,0.75,77 346
59,CrazyKipper,15,9,80%,1.4,75 694
60,Spyder_stern,15,9,80%,0.8,39 763
61,PsycoScRm,15,9,80%,0.73,41 258
62,Ripcord03,15,10,80%,1.27,50 395
63,Zarroc1,15,8,80%,1.73,80 683
64,lilslapandtikle,20,9,80%,1.3,85 792
65,ChthoIIy,60,1,80%,1.45,37 907
66,DoomTrooperz,15,10,80%,2.2,120 424
67,AdmiralDarkLordPapi,15,9,80%,0.67,45 799
68,jsp247,15,9,80%,0.8,41 797
69,cocomango,59,1,79.66%,1.53,60 595
70,Samuel2021,34,6,79.41%,1.03,47 983
71,GallopingGhostJavaCoast,34,5,79.41%,0.97,36 146
72,HSBlackHawk16,34,6,79.41%,1.26,86 261
73,Sebazul11,29,5,79.31%,1.14,92 810
74,VADM_Wolf,29,6,79.31%,1.17,54 092
75,undercurrent,24,8,79.17%,0.54,54 476
76,Markgraf_4,24,5,79.17%,1.0,36 766
77,goreignak,19,9,78.95%,1.21,49 941
78,KapnKush,19,9,78.95%,0.74,56 320
79,DHKOO_KOR,19,9,78.95%,1.58,70 694
80,Jackaar,19,9,78.95%,1.21,66 845
81,cuervo55555,19,9,78.95%,1.16,49 855
82,Rebel_Sailor_CSN,19,8,78.95%,0.79,46 924
83,Feuerja,19,8,78.95%,1.63,85 830
84,DeadWeight13,19,8,78.95%,0.74,42 668
85,Right_Next_To_You,19,9,78.95%,1.58,90 183
86,White_Pointer_95,19,6,78.95%,0.89,42 853
87,DiktaniK,19,10,78.95%,1.0,87 561
88,volder_iron,33,5,78.79%,0.76,62 579
89,F__E__L__I__X,66,1,78.79%,1.17,70 936
90,Tathlow,14,10,78.57%,0.86,45 773
91,TIGERSHARK715,14,10,78.57%,0.71,44 458
92,stangbro01,14,9,78.57%,0.79,54 456
93,Shadowforce201,14,9,78.57%,1.86,94 600
94,TaKEshika,28,6,78.57%,1.04,66 774
95,DarkSebKing,14,8,78.57%,1.14,46 308
96,USSMcDerp,14,10,78.57%,0.86,45 436
97,lwkwkss,42,5,78.57%,1.0,66 762
98,hunter4790,14,10,78.57%,1.29,90 119
99,Cpt_JM_Nascimento,56,1,78.57%,0.98,48 506
91,Im_Super_Sneaky_Guy,14,10,78.57%,1.5,82 780
91,FCSnapshot,14,9,78.57%,1.57,60 197
91,InsideOfYou,14,10,78.57%,0.36,47 347
91,Z4r4tul,14,9,78.57%,1.0,53 546
91,Pwinzy_Eugen_owo,14,10,78.57%,0.64,45 073
106,Zhijian_sniper,37,5,78.38%,0.95,65 950
106,Degenerate_69,37,5,78.38%,1.62,90 804
108,Zenn3k,23,8,78.26%,1.52,69 847
108,SkinnyKnight,23,8,78.26%,1.13,79 034
110,Dio_Brando_Wryyyyyyyyyyy,55,1,78.18%,0.84,84 579
111,HotHamSanwich,32,6,78.13%,1.12,83 468
111,Zahaiel,32,6,78.13%,1.41,77 957
111,RenamedUser_1037556159,32,5,78.13%,1.59,78 837
114,SBWGNMSL,59,4,77.97%,0.92,43 585
115,snow5man,36,7,77.78%,1.56,74 146
115,suicidegrunt355,18,10,77.78%,1.22,96 741
115,RagnarokApache,18,9,77.78%,0.94,72 613
115,FarewellFrederic,18,7,77.78%,0.89,77 207
115,GrizzledBear465,18,8,77.78%,1.28,49 584
115,Angron_The_Red_Angel,18,8,77.78%,1.17,92 931
115,Lt_5K1TZ,18,9,77.78%,1.33,93 949
115,BlueSteel_Takao_,18,8,77.78%,1.33,104 027
115,Jermdizzle,18,9,77.78%,1.06,79 857
115,AUSS119,18,8,77.78%,1.11,85 796
115,Act_z,27,5,77.78%,1.33,47 773
115,Uther_cn,18,9,77.78%,1.22,57 307
115,Fubuki_MioPrPr,27,7,77.78%,0.93,67 620
115,O_SJ,18,10,77.78%,1.06,73 160
129,demberg,22,8,77.27%,1.27,74 289
129,Ramenx,22,8,77.27%,0.55,49 724
129,kabeuchi,22,9,77.27%,0.82,69 528
129,Cimingwei_HAN,22,9,77.27%,1.0,70 193
129,There556,22,8,77.27%,0.68,44 287
134,HikikomoriKruge,35,5,77.14%,1.2,44 762
135,Nigel1010,26,7,76.92%,0.85,51 200
135,Farraguts_Finest,26,8,76.92%,0.73,42 575
135,Angstroms,26,6,76.92%,1.54,100 643
138,KevRalix,17,10,76.47%,0.82,60 703
138,Swick63,17,9,76.47%,0.29,38 598
138,I_Assassin_I,17,9,76.47%,1.29,68 452
138,GAYMING_MACHINE,17,9,76.47%,1.41,59 887
138,KingoDingo,17,10,76.47%,1.12,87 363
138,Pyrokitsune,17,9,76.47%,1.06,45 966
138,Ethereal_Khaos,17,9,76.47%,0.94,48 610
138,Shipload_of_shells,17,9,76.47%,1.0,60 927
138,PierPan,17,9,76.47%,0.53,58 454
138,NekoDorei,51,5,76.47%,1.12,85 130
138,Capt_Horatio,17,9,76.47%,0.88,46 273
138,Kalisse,17,10,76.47%,0.47,56 078
138,Taken0ut,17,10,76.47%,1.29,80 170
151,jixuanRailgun233,76,1,76.32%,1.21,79 902
151,Black_Viking_0544,38,5,76.32%,0.82,61 275
153,PiePi314,21,9,76.19%,0.67,53 782
153,killer320,21,9,76.19%,0.71,62 064
153,Meya_S_Aiffimeral,21,8,76.19%,1.1,72 070
153,michel200,21,9,76.19%,0.95,86 540
153,The_Librarian54,21,9,76.19%,1.19,42 521
153,m_roshy,21,10,76.19%,0.76,41 311
159,ButterSlippyMan,25,8,76%,0.92,84 334
159,MeAqua,25,6,76%,1.36,69 687
161,deadly105mm,29,7,75.86%,1.07,61 083
162,Five_Star_Gneral_,62,1,75.81%,1.31,76 114
163,SirDerpsA_Lot,33,8,75.76%,1.24,70 891
163,Fraccharles,33,6,75.76%,0.61,58 135
165,kingofthesofas,37,6,75.68%,0.78,48 317
165,Aeviaan,37,6,75.68%,1.32,84 319
167,MrHrk,41,5,75.61%,1.27,91 818
168,Katarya,61,1,75.41%,1.2,63 271
169,AdventurePigeon,28,6,75%,1.11,84 751
169,skullflap,28,8,75%,0.54,31 697
169,Etchglow,20,9,75%,1.15,79 348
169,WyrdNyrd,16,9,75%,1.25,68 410
169,CommoRanger,16,9,75%,0.94,63 064
169,fgwaterpolo6,24,8,75%,0.54,44 168
169,PKMR_211_Sea_Eagle,36,8,75%,0.56,55 081
169,Kartaugh,16,7,75%,1.12,82 896
169,Stoper,16,9,75%,0.81,44 516
169,ZMK48,20,10,75%,0.55,42 459
169,smitty104,16,10,75%,0.69,70 085
169,Cmuss89,20,9,75%,0.85,64 042
169,reznovwoods,32,7,75%,0.97,81 119
169,Gendreavis,16,10,75%,0.69,70 471
169,xDrummerboy42x,40,5,75%,0.9,41 855
169,BoogerRed,20,8,75%,0.25,34 502
169,Catfish_Killer_16,16,9,75%,1.25,44 098
169,alfa_sierra,20,9,75%,1.1,67 630
169,bugs99,16,10,75%,1.12,64 561
169,Mighty_Tingles,16,9,75%,0.81,57 592
169,Lentulus_Sura,20,8,75%,1.7,86 857
169,kiik21,16,10,75%,0.88,54 519
169,Glowworms_Revenge,56,3,75%,0.77,33 731
169,GeneralAdmiralDomingo,16,9,75%,1.0,57 964
169,Math_e,24,6,75%,0.54,50 151
169,Colete1,16,8,75%,1.5,91 569
169,Nimlee,20,8,75%,1.15,76 096
169,Sivonei_Betin,16,10,75%,0.81,56 545
169,Rokkator,16,9,75%,0.81,71 160
169,Stannish,36,6,75%,0.89,60 573
169,classic1017,40,5,75%,1.45,66 307
169,oldmantime,16,10,75%,0.5,45 819
169,Klaus_Conqueror,20,7,75%,0.85,58 278
169,sosa426,28,7,75%,0.86,49 250
169,oilPxPilo,16,9,75%,0.75,66 070
169,kilbrj,16,9,75%,0.5,38 786
169,Kudoken,16,9,75%,0.62,77 942
169,Jtsully2013,16,10,75%,1.12,68 425
169,Corgo_Ship,16,9,75%,0.94,58 189
169,Confederate_Submariner,16,9,75%,1.06,46 212
169,smartpanda,16,10,75%,0.81,76 401
169,turboone_1,20,8,75%,0.55,29 566
169,Si_No,32,6,75%,0.94,77 473
169,eSSex_30,16,8,75%,1.31,63 620
169,frank_zf,20,8,75%,0.75,62 860
169,Cheeezzy,24,8,75%,0.83,66 327
169,Reddek,16,10,75%,0.81,58 495
169,ChevalierClass,28,6,75%,0.93,63 321
169,Maxitaxi55555,40,5,75%,1.0,47 474
169,CitizenErased07,16,10,75%,0.62,65 608
169,UttermostBasmati,28,8,75%,1.07,70 904
169,____________________iong,16,9,75%,1.5,59 640
169,Jamsil_Macho_Jang,16,9,75%,1.31,66 533
222,Yamamoto1941,63,1,74.6%,1.35,45 405
223,Lateralus462,43,4,74.42%,1.26,62 449
223,Devilkt,43,5,74.42%,1.28,88 086
225,Fade_The_Heat,39,6,74.36%,1.08,68 855
226,SourMilk,35,7,74.29%,1.17,65 063
226,xXPSYOPSXx,35,5,74.29%,1.17,83 215
226,Lemon_Lazy,35,5,74.29%,1.37,87 765
226,noz3186,35,5,74.29%,0.97,35 334
226,AFXVI,35,6,74.29%,1.54,86 844
231,zhao298,66,3,74.24%,1.26,65 622
232,tiffy_12,31,8,74.19%,1.39,72 753
232,culturedbark_72,31,7,74.19%,1.29,93 226
234,GloryForBloodGod,27,8,74.07%,1.15,97 696
234,TaiwanNumbaOne,27,8,74.07%,1.19,59 819
234,Iam_LYB,27,8,74.07%,0.78,62 349
237,Gabriel192,50,5,74%,0.84,73 491
238,rblade36,23,8,73.91%,0.74,63 480
238,tripple777,23,8,73.91%,1.26,98 698
238,Sipher351,23,8,73.91%,1.26,74 071
238,BattleBeans,23,9,73.91%,0.65,69 216
238,Sunnyboy4526,23,9,73.91%,0.87,65 384
243,ericthefly,42,5,73.81%,1.33,91 863
243,ACUPOFGR,42,5,73.81%,0.86,61 120
245,LoneLy_Feather,80,1,73.75%,1.07,65 805
246,Minigin,38,6,73.68%,0.92,75 621
246,HockeyPhool,19,9,73.68%,0.47,43 257
246,sacredonion,76,1,73.68%,0.92,68 333
246,Kage_Krieger,19,9,73.68%,0.68,66 177
246,AppropriateNickname,19,9,73.68%,0.84,73 479
246,snipeZ_ur_face,19,9,73.68%,1.16,42 660
246,Baol,19,9,73.68%,1.0,51 162
246,eigenmeat,19,9,73.68%,1.47,59 722
246,Spartias,76,1,73.68%,1.13,53 443
246,Kil_n_Time,38,5,73.68%,0.97,63 225
246,lexiaoyao,38,5,73.68%,1.26,43 107
246,KronzReaper,19,10,73.68%,1.16,79 147
246,Magtrinix1,19,8,73.68%,1.11,75 219
246,Plz_Kill_DD_First,19,9,73.68%,1.0,57 938
246,VictoriesAutMortis,19,10,73.68%,1.37,79 622
261,HiimKz,72,1,73.61%,1.49,72 636
262,Bedauern,34,6,73.53%,0.76,62 679
262,Forgotten_Fox,34,8,73.53%,1.12,71 992
262,MichaelWesten_OP,34,7,73.53%,1.5,75 195
262,Sherm19,34,7,73.53%,0.94,41 639
266,Warwolf595,15,9,73.33%,0.67,71 865
266,Patton_II,15,8,73.33%,0.87,27 025
266,planBskater69,15,9,73.33%,1.07,73 804
266,JetDude12,15,10,73.33%,0.8,52 003
266,dmac18t,15,10,73.33%,0.73,42 870
266,BSTRDFERG,15,10,73.33%,0.73,37 311
266,Sea_Penguin,15,8,73.33%,1.13,63 307
266,jackarooneyroo,15,10,73.33%,0.93,75 341
266,FireVerm,15,9,73.33%,1.0,70 405
266,NEMDAM,15,9,73.33%,0.33,28 815
266,Enders_rats,15,10,73.33%,0.6,33 343
266,Lordshadowdragon1,15,9,73.33%,1.0,66 787
266,WarCraft321,15,9,73.33%,0.53,44 045
266,HunterK87,15,10,73.33%,1.27,85 851
266,Willaev,15,9,73.33%,0.6,41 934
266,SweetPotatoes17,30,8,73.33%,1.07,81 833
266,Admiral_Warhobbit,15,10,73.33%,1.33,63 170
266,ShipWreck412709,15,10,73.33%,0.47,44 753
266,underpaid_oil_farmer,75,1,73.33%,1.24,83 839
266,zero_nkt,15,10,73.33%,1.13,77 072
266,HeellJumpeR,15,9,73.33%,1.2,52 445
266,jaygon1234,15,11,73.33%,0.4,45 867
266,Flattop_GA,15,9,73.33%,0.87,24 098
266,Abiter_617,15,10,73.33%,0.6,56 757
266,zraith_,15,9,73.33%,0.6,50 245
266,xDerecious,15,10,73.33%,0.53,46 297
266,amazingBadlord,15,9,73.33%,1.13,58 003
266,Yelirious,15,10,73.33%,1.2,51 376
266,DumpK1ng,15,10,73.33%,0.93,38 292
266,Norman_Scott,30,7,73.33%,1.13,74 660
266,Smith170,15,10,73.33%,0.6,62 603
266,Mhalarky,15,10,73.33%,0.93,37 041
266,WashingtonIrving,15,9,73.33%,1.2,51 455
266,_Captain_Shanks,15,9,73.33%,0.8,68 759
266,BlackSpartan04,15,9,73.33%,1.07,52 606
266,YungSungJP,15,9,73.33%,0.67,49 760
266,Powaii,15,10,73.33%,1.13,92 514
266,P0l4nikus,15,10,73.33%,0.67,55 276
304,Cranky999,41,5,73.17%,1.02,62 385
304,Uhntisss,41,7,73.17%,1.05,80 712
306,No1Stoner,67,1,73.13%,1.06,59 522
307,adj1099,52,5,73.08%,1.17,68 656
307,Easy_Armor,26,8,73.08%,1.12,51 981
307,Cyak_1,26,7,73.08%,1.58,81 941
307,Doctor_Who_Bacon_Warrior,26,8,73.08%,0.77,52 274
307,Qietman,26,7,73.08%,0.81,36 968
307,Anchor_Chan,26,7,73.08%,0.73,29 257
307,PapuPraieiro,26,8,73.08%,0.38,46 858
314,HollowBane37,37,5,72.97%,1.3,72 616
315,BarneyStyle,81,1,72.84%,0.96,47 073
316,Captain_DirtyLeotard,22,9,72.73%,0.68,34 375
316,Sollitus,22,8,72.73%,0.86,66 746
316,Kevik70,22,9,72.73%,1.18,77 533
316,Abate836,44,6,72.73%,0.95,57 507
316,ThanatosXV,33,6,72.73%,1.15,61 856
316,landlockednewfie,22,9,72.73%,1.0,48 669
316,Keegan94114,44,5,72.73%,0.95,79 657
316,Khrunos,22,9,72.73%,1.18,55 114
316,CaptainSnek,33,6,72.73%,1.09,71 660
316,Cap_Chivas,22,8,72.73%,1.09,66 708
316,Lauruna,22,10,72.73%,0.55,35 517
316,Love_Only_Hibiki,77,1,72.73%,1.0,62 554
316,skkhk,22,9,72.73%,0.86,59 335
329,Pegneus,73,1,72.6%,1.05,63 002
329,johnsonyouca,73,1,72.6%,1.36,85 180
331,iSaint_v2,62,4,72.58%,1.24,81 544
332,j2age,51,4,72.55%,0.9,75 944
333,GloryofKursk,40,6,72.5%,0.8,48 879
333,DarkGIO2365,40,5,72.5%,1.18,78 103
333,Ritata,40,5,72.5%,1.48,75 862
336,CamelTanker,29,8,72.41%,0.48,41 744
336,Galentro,29,9,72.41%,0.69,53 699
336,jason199506,29,5,72.41%,1.62,103 382
336,MouMouMAX,87,1,72.41%,1.15,81 792
340,Oldmank,47,6,72.34%,0.79,42 055
340,USSBorderPatrol,47,5,72.34%,1.21,47 308
342,Megatron_5,83,1,72.29%,1.16,74 963
343,Woody051,18,9,72.22%,1.33,63 270
343,Bloodbucket,18,9,72.22%,1.11,84 112
343,TheMatrix,18,10,72.22%,0.61,82 125
343,smileatthefaceofdeath,18,9,72.22%,1.28,70 145
343,Chicoreus,18,9,72.22%,0.56,32 148
343,mister_info,18,9,72.22%,0.94,65 033
343,HMCS_Tang,18,9,72.22%,1.17,34 839
343,Sir_Locomotive,18,9,72.22%,0.78,70 864
343,bleedngreen,18,9,72.22%,1.06,62 989
343,jeffster_,18,9,72.22%,0.61,33 625
343,Masher_of_Potatoes,18,9,72.22%,0.72,46 113
343,yyut_official,18,10,72.22%,0.94,64 166
343,Tanktj1941,36,7,72.22%,0.83,45 086
343,snehfang,18,9,72.22%,1.06,85 729
343,john40cal,18,9,72.22%,0.78,54 467
343,engineer131,18,9,72.22%,0.94,64 955
343,CommandMan7,18,9,72.22%,0.39,28 488
343,Mudmavis,18,9,72.22%,0.39,32 353
343,Misakiyin,18,10,72.22%,1.11,72 259
343,Joseph_ywd,18,9,72.22%,1.28,55 897
343,Nextan,18,10,72.22%,0.72,33 796
343,Magnyz93,18,9,72.22%,1.11,75 304
343,st_148935036,18,9,72.22%,1.28,82 256
343,ShallowAzure,18,9,72.22%,1.22,68 508
343,H_K1tahara,18,9,72.22%,0.67,92 227
343,I_HATE_MOON,18,10,72.22%,1.06,70 824
343,YuGumo_31,18,9,72.22%,1.06,78 910
370,GOLDPOWER_1,79,1,72.15%,1.03,80 804
371,Rattie64,43,6,72.09%,0.51,36 944
372,moonsea,68,1,72.06%,1.54,74 098
373,MRohCRACKER,25,9,72%,0.64,39 735
373,Zabka_,25,8,72%,1.04,78 277
373,LordFrostyHawk,25,10,72%,1.12,84 071
373,GhostSwordsman,25,9,72%,1.08,39 330
373,Seloniia,25,7,72%,1.24,86 104
373,Oskr73,25,9,72%,1.0,66 385
373,HuGe_1,25,8,72%,1.24,80 191
373,StraikerMS,25,8,72%,0.8,61 733
373,Stefx_1,25,9,72%,0.76,72 358
373,MacwithaRPG,25,9,72%,0.64,59 752
383,ArcticLancer,32,6,71.88%,0.91,60 580
383,Smiggs_,32,6,71.88%,1.25,81 792
383,seye2552,32,8,71.88%,0.84,59 657
383,Ar_Ares1004,32,5,71.88%,1.22,35 068
383,Baird_Zz,64,1,71.88%,1.11,79 203
388,LONEWOLF798,71,1,71.83%,0.99,60 612
389,SergeantHattie,78,1,71.79%,1.0,60 275
389,boyikr,39,5,71.79%,1.15,60 429
389,chill13_2015,39,7,71.79%,0.64,56 161
392,captainspoof,46,5,71.74%,1.15,76 341
392,Zack2519,46,5,71.74%,1.46,79 995
394,TAM_OH,53,5,71.7%,0.87,43 957
395,Hailtronzx,60,5,71.67%,1.2,73 458
395,CloudAI,60,4,71.67%,0.92,63 244
397,Baird_fk,67,1,71.64%,1.15,79 404
398,Dreadnaught90k,21,10,71.43%,0.95,69 142
398,BMontgomery,14,11,71.43%,0.5,56 457
398,CSM_HQ_Coy,14,10,71.43%,1.14,76 141
398,Tentacools,14,9,71.43%,0.86,33 680
398,Zipang01,14,10,71.43%,1.0,68 388
398,ShuDawg,14,10,71.43%,1.07,43 197
398,Oddball1973,14,10,71.43%,0.71,47 860
398,Evilbri,14,10,71.43%,0.64,60 515
398,Ghost_Commander,14,10,71.43%,0.71,60 973
398,TheUnsungHero,21,9,71.43%,1.05,55 470
398,MountainMan1349,14,11,71.43%,1.0,39 856
398,iQwop,14,10,71.43%,0.93,56 812
398,Kissov,14,11,71.43%,1.14,77 516
398,UKilledKennyUBastard,21,9,71.43%,0.43,43 622
398,Delta_7B,21,9,71.43%,0.67,65 278
398,Capt_Barkhorn,14,10,71.43%,1.5,79 523
398,Medicated_Monkey,14,10,71.43%,1.14,79 725
398,covie,14,10,71.43%,0.57,59 609
398,Alexandrix,14,10,71.43%,0.64,47 934
398,TANIWHA_TONGUE,14,10,71.43%,1.29,77 325
398,Kukidzalis,14,10,71.43%,0.57,49 906
398,pipsqueak259,14,10,71.43%,0.86,50 752
398,swinder,21,9,71.43%,0.67,43 191
398,PSGPANZER,28,8,71.43%,0.54,43 106
398,TheLarkNessMonster,21,9,71.43%,0.86,51 928
398,SquirtleSoup,35,6,71.43%,0.97,48 772
398,jcombo11,14,10,71.43%,0.57,53 580
398,Hunter_or_Hunted50,14,10,71.43%,1.36,47 999
398,Iceman396,14,10,71.43%,1.07,50 334
398,Keverta,42,6,71.43%,0.98,40 413
398,King_of_the_Mountains,28,8,71.43%,0.68,64 015
398,Fleischwolfe,21,9,71.43%,1.14,46 725
398,ALLOFMYSNACKBARS,35,7,71.43%,0.97,46 807
398,Keg_Stand,14,10,71.43%,1.21,77 403
398,TsundereMusashi,21,10,71.43%,1.24,73 670
398,Flip4190,14,11,71.43%,1.43,78 174
398,Yifu_Qiao,14,10,71.43%,0.86,36 111
398,blackpanther339,14,10,71.43%,0.71,73 502
398,COMPAC2,14,11,71.43%,0.5,44 856
398,wolvenfire,14,10,71.43%,0.29,22 233
398,M98andpregnant,14,9,71.43%,1.21,61 855
398,JornGrevis,14,10,71.43%,1.14,72 717
398,metalmilitia_599,14,10,71.43%,0.64,53 031
398,Bumblebro,14,10,71.43%,1.93,97 334
398,afroman720,14,10,71.43%,1.0,42 629
398,SleepingFisher,14,10,71.43%,0.64,47 708
398,TH4NKZ,70,1,71.43%,0.96,65 161
398,SCCreations,14,10,71.43%,0.57,40 375
398,Nighthawk__fighter,21,9,71.43%,0.76,42 165
398,SFNL,70,1,71.43%,1.01,45 697
398,HARLEM_HEAT,35,7,71.43%,0.8,62 704
398,RNGesus_hates_all,14,10,71.43%,0.79,81 375
398,Waldo_Faldo,14,10,71.43%,0.43,32 364
398,Fireblazenx,14,10,71.43%,0.86,41 750
398,splinewrench,14,10,71.43%,0.21,27 779
398,Billy233,14,9,71.43%,0.86,74 150
398,ach42,14,10,71.43%,1.14,65 470
398,LowSpeed_US,14,9,71.43%,1.21,61 197
398,HMSRoyalOak,14,9,71.43%,0.79,60 093
398,Hydrius,28,7,71.43%,0.61,56 459
398,groff_2016,14,10,71.43%,0.57,57 252
398,karnage_marksman,14,10,71.43%,1.29,82 073
398,Captainpotatoman,14,10,71.43%,0.93,76 324
398,CaptainAdama61,28,8,71.43%,0.86,52 986
398,AchillesVBR,14,10,71.43%,0.71,47 029
398,Medved0312,14,11,71.43%,1.21,90 655
398,SergioPSCSHIP,14,10,71.43%,0.29,40 740
398,Loqiical,14,10,71.43%,1.43,46 934
398,RearAdmiral_Waffle,14,10,71.43%,0.86,65 348
398,KGAE_27,14,10,71.43%,1.36,41 171
398,JackSauphalot,21,9,71.43%,0.62,64 499
398,LtCmdrRivan,14,11,71.43%,0.86,44 078
398,DrLucianoIV,28,8,71.43%,1.04,71 826
398,Kerdric,14,10,71.43%,0.79,44 362
398,thukx2011,21,8,71.43%,0.81,66 138
398,DuckyOnDatQuack,14,12,71.43%,0.57,48 939
398,Ahalkinan,14,10,71.43%,0.29,49 782
398,patrickzheung,14,10,71.43%,0.79,52 669
398,Malegod,21,9,71.43%,1.0,72 998
398,GoodInDeed,84,1,71.43%,0.68,60 391
398,Sone_mg,14,10,71.43%,1.21,88 986
398,Iron_Cream,14,10,71.43%,0.71,69 043
398,YPEN0220,14,10,71.43%,0.93,74 092
398,IainMBanks,14,10,71.43%,0.21,18 946
398,Melf_7,70,3,71.43%,0.89,57 620
398,DrBalans,14,10,71.43%,1.71,102 470
398,hero123567HK,14,10,71.43%,0.93,50 977
398,kimpori,42,7,71.43%,1.24,64 461
398,LightZilla,14,10,71.43%,0.36,27 216
398,tx_chainsaw666,14,10,71.43%,0.21,42 414
398,Bolas_Alpha,21,10,71.43%,0.71,55 160
398,RedSkull_84,14,10,71.43%,0.93,71 467
398,John_nukem_Sheridan,14,10,71.43%,0.71,65 761
491,AdmiralForza,52,5,71.15%,1.15,66 619
492,xfabi7x,45,5,71.11%,1.33,99 385
493,munitionready,83,1,71.08%,0.84,58 380
494,BlueWolf11,38,7,71.05%,1.0,64 917
495,TuxPenguin56,31,8,70.97%,1.32,75 121
495,tangerine007,31,8,70.97%,0.65,50 731
495,JunkAxe,31,7,70.97%,0.48,46 776
495,abhi_par,31,7,70.97%,0.9,45 566
495,Umega,31,7,70.97%,0.97,60 851
500,juskay,24,9,70.83%,0.88,47 847
500,WhatItsAPancake,24,9,70.83%,0.96,77 729
500,BravoLuigi,24,8,70.83%,0.5,59 507
500,onearmedbandit81,24,9,70.83%,1.0,72 014
500,Lzstars,24,9,70.83%,0.79,65 175
500,Octavian_87,24,8,70.83%,1.08,60 618
500,basementcarpenter,24,8,70.83%,0.67,43 299
500,NCC2614,24,9,70.83%,0.96,78 372
500,tzerhyn,24,7,70.83%,1.25,70 189
509,Shigetsu,41,6,70.73%,1.1,54 417
509,IamOiman,41,5,70.73%,1.34,82 145
509,TheDiceGuy,41,6,70.73%,0.78,54 825
512,Fuzzballs,75,1,70.67%,1.32,69 115
513,KnightOfZero,17,9,70.59%,0.59,26 334
513,FortsOfWars247,17,10,70.59%,0.76,57 046
513,azntrigboi,17,10,70.59%,0.65,45 749
513,ScapeGoat,34,7,70.59%,0.76,68 727
513,SkeletorEmperor,17,10,70.59%,0.88,63 584
513,______AESTHETIC_BREADBOX,17,9,70.59%,0.59,81 114
513,allbassfearme,17,9,70.59%,0.76,54 796
513,Diss,17,10,70.59%,0.71,42 230
513,iilikepieii,17,10,70.59%,1.35,77 401
513,ShellGoBonk,17,9,70.59%,0.94,62 636
513,Treybeus,17,9,70.59%,0.47,42 385
513,K_Bomb,17,9,70.59%,1.82,108 529
513,SMRabid,17,9,70.59%,1.06,73 197
513,Metchy_,34,8,70.59%,0.91,57 925
