,Player,Battles,Rank,Win rate,Avg. frags,Avg. damage
311,Nazhilite,21,11,57.14%,0.9,138 605
311,marcosjavi77,14,12,57.14%,0.36,54 712
311,Angel_of_the_Sea,14,11,57.14%,0.64,90 221
311,Skeppy_BB,14,12,57.14%,1.07,100 771
311,HMS_Popeye,21,9,57.14%,0.81,65 253
311,maximus_1452,21,10,57.14%,0.81,52 455
311,Arkeee,21,11,57.14%,0.62,123 039
311,Lammarck,14,10,57.14%,0.93,111 426
311,RearADM_Air_Biscuit,14,13,57.14%,0.57,66 223
311,TST_O_CaverA,14,10,57.14%,0.43,52 721
346,LastGunslinger49,51,9,56.86%,0.41,68 232
347,4mbush,44,11,56.82%,0.66,48 364
348,CBuJIeH,37,9,56.76%,1.03,97 883
349,Cykyl,30,9,56.67%,0.83,93 253
349,OKADA_,30,10,56.67%,0.97,94 552
349,ARiEsLi,30,8,56.67%,0.53,48 064
349,TheHurricane99,30,9,56.67%,0.97,98 427
353,TheMitchMan123,23,10,56.52%,0.52,69 304
353,SGHM,23,10,56.52%,1.0,117 347
353,TheOneReign,23,10,56.52%,0.74,88 448
356,KamiSamurai,55,9,56.36%,0.85,108 525
356,xSCHWANx,55,9,56.36%,0.67,64 405
358,Evil__Morty,16,10,56.25%,1.0,90 112
358,LaakVirus,16,11,56.25%,0.56,52 195
358,Deathwolf958,16,10,56.25%,0.62,73 516
358,gatorken,16,11,56.25%,0.69,63 088
358,harryzon,16,11,56.25%,0.88,82 183
358,elef,16,10,56.25%,1.12,82 480
358,Zilwigie,16,12,56.25%,0.44,100 797
358,EvelAye,16,11,56.25%,0.25,45 381
358,BAP_Almirante_Grau_CLM81,16,10,56.25%,0.56,82 689
358,xMatu,16,11,56.25%,0.5,54 329
358,_DeathRow_,32,8,56.25%,0.59,74 067
358,Ikarus_Queen,16,10,56.25%,0.44,75 294
358,longyuzhou,32,9,56.25%,0.38,100 685
358,MaxcimusDecimusMeridius,16,15,56.25%,0.62,65 685
358,Siegfried_Scourge,16,10,56.25%,0.75,62 831
358,contag10n,16,11,56.25%,0.69,87 640
358,1036383286,16,10,56.25%,0.5,76 952
358,Bismarckuit,16,10,56.25%,0.56,68 034
376,yangtft,25,8,56%,0.92,98 235
376,_Alemao_,25,10,56%,0.6,57 762
376,Davy6970,25,16,56%,0.6,40 668
376,Akeno017,25,11,56%,1.16,100 274
376,MANCO_PRO,25,9,56%,0.72,104 260
381,Admiral_Tester,34,8,55.88%,1.32,117 489
381,Pastern_,34,8,55.88%,0.76,68 225
383,jscover,18,11,55.56%,0.5,102 572
383,BarronRichthofen,18,11,55.56%,0.61,52 691
383,MonkeyArms,18,10,55.56%,0.89,97 425
383,Quacken99,36,10,55.56%,0.81,102 830
383,grunter_2014,18,10,55.56%,0.39,56 034
383,bullgod31313,18,11,55.56%,0.39,84 465
383,M00N707,18,10,55.56%,1.28,118 275
383,InDecay,18,9,55.56%,1.06,89 991
383,Pablo_The_Hunter,18,9,55.56%,1.06,108 553
383,ItzPrimeTyme,18,10,55.56%,0.56,75 849
383,jimijester62,18,10,55.56%,0.56,83 301
383,Baturro__,36,9,55.56%,0.42,41 471
383,You_Gagged_On_It,18,10,55.56%,0.72,73 447
383,Tcup66,18,10,55.56%,0.78,58 490
383,embeddeddear97,27,9,55.56%,0.93,111 466
383,Bismarck_BOT,36,10,55.56%,0.39,86 310
383,EnsignRicky,18,10,55.56%,0.28,62 587
383,TAEGUU_TV,18,10,55.56%,1.06,87 624
383,BACK2PORTBOI,18,10,55.56%,0.78,101 275
383,supersonictransport,18,13,55.56%,0.56,47 103
383,NightmareOfSeas666,54,9,55.56%,0.57,44 511
404,Stradivarious,29,10,55.17%,0.79,83 639
404,shifteee,29,9,55.17%,0.79,105 110
404,pinnacle91,29,9,55.17%,0.34,86 714
404,gregoire_bo,29,9,55.17%,0.62,35 859
404,RedScarab,29,9,55.17%,0.97,75 280
404,alphalink11,29,10,55.17%,0.55,55 122
404,597733241,29,10,55.17%,0.69,69 893
404,Tattoo0410,29,8,55.17%,0.93,113 666
412,Max_Strayer,49,9,55.1%,0.39,44 690
413,gatthew,20,10,55%,1.15,141 047
413,Blaw40,20,11,55%,0.55,88 613
413,kaelthus,20,10,55%,0.5,82 502
413,PauloMatheus_2,20,10,55%,0.65,80 303
413,2FKNBAD,20,10,55%,0.75,65 151
413,raxsavvage,20,10,55%,0.4,33 693
413,Renatoctti04,20,10,55%,0.5,60 791
413,__Kain__,20,9,55%,0.85,88 668
413,Pierstar,20,9,55%,0.75,109 444
422,arimatea_centinela,31,9,54.84%,0.84,63 751
422,The_GarbagePail_Kid,31,9,54.84%,0.68,75 757
422,Inter_Poa,31,10,54.84%,0.65,65 061
425,Lobo4u,22,15,54.55%,1.18,94 451
425,zouqingxing1987,33,8,54.55%,0.64,97 761
425,Aeruthael,22,12,54.55%,0.86,104 397
425,CV_Overpowered,22,11,54.55%,0.77,92 302
425,ye_yo,22,9,54.55%,0.77,69 474
425,mctanknspank,22,10,54.55%,0.55,73 139
425,Feyevich,22,10,54.55%,0.55,55 368
425,ilsolomon538,22,11,54.55%,0.68,89 002
425,YuukiAsuna930,33,8,54.55%,1.03,78 919
425,nickmdp,22,10,54.55%,0.5,108 508
435,xXBOOMYXx25,90,5,54.44%,0.91,91 799
436,csheepf,46,9,54.35%,0.48,63 794
437,Puercotron,35,11,54.29%,0.97,76 234
438,PicRic21,59,8,54.24%,0.97,98 734
439,JAFFA_KREE,24,11,54.17%,0.75,89 470
439,TBNRstorm,24,10,54.17%,0.58,95 809
439,meSuper3,24,10,54.17%,0.62,97 228
439,Pollitosincausa,24,10,54.17%,0.83,94 901
439,Chester07_2019,24,11,54.17%,0.88,83 317
439,gary186,24,10,54.17%,0.33,46 994
445,Duntime,26,10,53.85%,0.46,83 869
445,NakiriAyamee,26,9,53.85%,0.5,99 639
445,Blar_412,26,12,53.85%,1.12,109 193
445,Silver_kun,39,9,53.85%,0.59,80 315
445,DeuceOfClubs,39,10,53.85%,0.51,42 416
445,molchu1,26,11,53.85%,0.96,49 936
451,Aged_Beef,41,9,53.66%,0.71,53 251
452,RichJones,28,11,53.57%,0.43,40 684
452,Bill_Butcher_1,28,9,53.57%,0.61,58 891
454,zombiekiller,15,13,53.33%,0.53,97 685
454,SootierSton,15,11,53.33%,0.47,99 616
454,1DeathStalker3,15,10,53.33%,0.4,59 337
454,saleen37804,15,10,53.33%,1.07,82 475
454,Sir_Tony_Robinson,15,11,53.33%,0.73,64 524
454,Observador555,15,10,53.33%,1.2,111 091
454,tanklesss,15,11,53.33%,0.2,36 739
454,Yamamoto_Genrysai,15,10,53.33%,1.0,95 675
454,LROD82,15,10,53.33%,0.6,39 111
454,DrZiot,15,12,53.33%,1.0,95 206
454,_SIava_,30,9,53.33%,1.1,122 345
454,Yoshii_,15,10,53.33%,1.73,128 611
454,Shenennigans,15,13,53.33%,0.73,79 435
454,Gemlin,15,10,53.33%,1.2,95 375
454,Ado1fCarsar,15,10,53.33%,1.0,113 296
454,Captain__CoCo,15,11,53.33%,0.27,34 750
454,Kisekimo_Mahomo_Arundayo,15,11,53.33%,0.87,95 393
471,TheShocker2_1,32,11,53.13%,0.75,77 679
471,bajhozero,32,10,53.13%,0.66,70 122
471,marceloRJ_destroyer,32,10,53.13%,0.72,72 336
474,DeadOnDeliveryX,17,10,52.94%,0.94,85 061
474,Cannon_Fodder_xo,17,11,52.94%,0.59,63 625
474,Royce7575,34,10,52.94%,0.79,95 064
474,PowerAttack,17,10,52.94%,0.59,86 863
474,Vyktoris,34,11,52.94%,0.35,25 956
474,Prost7,17,14,52.94%,0.88,128 345
474,Hawkness,17,16,52.94%,0.94,54 001
474,054A1DaLian,17,11,52.94%,0.76,86 317
482,blackangus,19,9,52.63%,0.58,47 341
482,BelugaLucas,19,11,52.63%,0.16,29 101
482,Meta_Man,19,10,52.63%,0.63,46 607
482,General_WTSherman,19,10,52.63%,0.58,52 975
482,vpkozel,19,11,52.63%,0.53,57 793
482,good_ballance,19,8,52.63%,1.0,126 157
482,Ednan72,38,14,52.63%,0.74,76 219
482,Condor214,38,9,52.63%,0.58,42 998
482,280605459,19,10,52.63%,0.79,107 399
482,iMoka,19,10,52.63%,1.16,89 753
492,Happy_Thoughts,40,8,52.5%,0.82,72 846
493,jasontmn,21,18,52.38%,0.48,57 267
493,ParagonOpus1,21,11,52.38%,0.95,82 907
493,M1sT3rK,21,10,52.38%,1.0,110 910
493,Jacklo_1,21,10,52.38%,0.86,95 296
493,Admiral_Calamari,21,9,52.38%,0.81,93 734
493,SMOKEYSHADOWS,21,10,52.38%,0.38,73 623
493,NaKaN096303,21,10,52.38%,0.43,45 286
493,Santi_G_steel,21,14,52.38%,0.86,78 251
501,Comrad_Captain5,23,12,52.17%,0.48,59 963
501,zatara01,23,10,52.17%,0.61,82 350
501,UnAshamedKen,23,10,52.17%,0.43,43 574
501,HighSpeedSteel3,23,11,52.17%,0.52,42 822
501,Cpt_Hellfire,23,10,52.17%,0.83,96 105
501,advocator_,23,10,52.17%,0.74,86 262
501,JimBone86,23,11,52.17%,0.35,38 990
501,Geargiong,23,11,52.17%,0.87,70 377
509,Major_Dent,48,9,52.08%,0.69,100 733
510,Airtroops83,25,10,52%,1.4,119 911
510,Doskiie,25,10,52%,0.4,60 215
510,Arlock73,25,11,52%,0.24,53 608
510,ZHIQIU,25,12,52%,1.08,125 459
514,ShadowOcelot1,27,12,51.85%,0.81,126 777
515,SunkCostSubmarine,29,9,51.72%,1.14,91 507
515,HyPeXeLeD,29,8,51.72%,0.9,91 580
515,Aldo_479,29,10,51.72%,1.1,55 813
518,NYLANADI,33,10,51.52%,0.55,46 541
519,PPCHAHA,39,8,51.28%,0.82,87 380
520,elsaltenio,41,10,51.22%,0.83,68 830
520,Taregant,41,9,51.22%,0.63,94 083
522,KnotWorking,43,8,51.16%,0.91,89 728
523,Mongoose296,51,10,50.98%,0.53,54 701
524,___kirito,55,11,50.91%,0.67,72 046
525,Bronxman,26,12,50%,0.77,100 482
525,l3RAVE,14,11,50%,0.71,96 130
525,CaptSalt,36,9,50%,0.69,73 827
525,Agent822,16,11,50%,0.62,53 712
525,Cowboy_WY,24,10,50%,0.67,60 120
525,TankLlama,22,14,50%,0.73,56 415
525,BeastmodeGuNs,28,10,50%,0.5,65 375
525,kevin2804,20,10,50%,0.85,106 912
525,Tango31,14,10,50%,0.36,48 923
525,Reavan6,20,12,50%,0.65,88 260
525,Cpt_Crook,14,13,50%,1.0,117 205
525,AtlasRand,18,18,50%,0.83,118 700
525,TheKildar,16,12,50%,0.81,113 336
525,twobravo,16,15,50%,0.88,87 179
525,Poletramp,20,12,50%,0.25,30 560
525,nazran,16,10,50%,0.69,111 782
525,Rabbitt81,14,13,50%,1.07,85 105
525,mavera20,16,12,50%,0.81,134 508
525,_Zeca_,26,9,50%,0.58,76 258
525,Doublevision11,18,11,50%,0.61,73 076
525,MRBUCK3T,14,12,50%,0.79,77 942
525,StusCru,24,10,50%,0.71,50 400
525,SourHammer,20,12,50%,0.5,40 176
525,WanderQuest,14,10,50%,0.64,53 253
525,landocowrissian,38,11,50%,0.84,60 147
525,Mynamehasnik,14,14,50%,0.79,99 993
525,ReconCav,26,10,50%,0.46,56 868
525,JBcommander,14,12,50%,0.93,85 416
525,Superakm,20,11,50%,0.55,69 982
525,HugeSubpoena,28,10,50%,0.68,83 527
525,xalloc,24,13,50%,0.38,56 780
525,B2bimbap,14,12,50%,0.57,117 511
525,iSaint_v2,16,11,50%,0.62,82 067
525,fury_tom,14,17,50%,0.36,37 961
525,1_72FIRST_TANK,16,12,50%,0.81,114 630
525,SHELLBACK_2,24,10,50%,0.58,68 729
525,Obi_Wan_Cannoli,14,11,50%,0.71,66 871
525,FlyingPoi,20,9,50%,1.0,134 307
525,KotaruTsukishiro,18,11,50%,0.78,117 101
525,xElDUROx,14,11,50%,0.57,46 526
525,1978gharvey,36,12,50%,0.47,68 017
525,MR_Windsor,22,10,50%,0.45,41 660
525,STRICKEAGLE,34,10,50%,0.38,51 648
525,tTank777,14,12,50%,0.21,70 437
525,badpanda15,34,9,50%,0.59,77 469
525,PieHero,20,10,50%,1.1,99 875
525,ngE_2,16,13,50%,0.69,61 386
525,chuky_mexico,52,8,50%,0.56,120 415
525,Destroyer_KuroshioKai,20,10,50%,0.95,75 621
525,Shyuuga_Heero,14,11,50%,1.0,81 630
525,alphaE,18,11,50%,0.67,106 066
525,Surui,16,10,50%,0.94,82 245
525,Cap_Ostra,14,11,50%,0.71,59 538
525,Niko_Teen,30,18,50%,0.87,87 865
525,SkyBlue4664,14,10,50%,0.71,78 405
525,MisterSlithers,14,11,50%,1.0,110 849
525,Maukadragon,18,11,50%,1.11,104 131
525,Samuelljacksonn,14,14,50%,0.43,66 653
525,aaronvargass,26,10,50%,0.73,82 322
525,Cruiser_Providence,18,11,50%,0.67,105 319
525,Carpasiking,14,11,50%,0.43,44 503
525,Iankuba,34,9,50%,0.68,92 468
525,WhyYouHefToBeMad,14,11,50%,0.71,79 430
525,lucentrevival,24,8,50%,0.96,105 361
525,Barford1970,14,11,50%,0.57,54 198
525,Duicida,18,11,50%,0.72,88 086
525,Alienmenace_1,18,12,50%,0.61,63 337
525,Violetttt,16,10,50%,0.5,72 896
525,TrapLord17,22,11,50%,0.18,54 921
525,Blastoise_007,20,9,50%,0.75,97 767
525,Achilies_01,14,10,50%,1.07,97 034
525,Iggy486,18,11,50%,0.72,92 208
525,Farting_Chick,18,9,50%,1.11,92 003
525,VIPversatile,44,9,50%,0.98,110 596
525,BattleWoLFz,14,11,50%,0.93,102 377
525,Bodycount_PDX,44,8,50%,0.82,124 692
525,Coppinger_the_Cruel,14,10,50%,1.0,68 971
525,Evangard,20,11,50%,0.85,78 259
525,Winston_MTB,16,10,50%,1.62,121 066
525,kagolu,34,10,50%,0.44,69 818
525,clevelandbestshipfu,14,14,50%,1.21,125 651
525,BasJon,22,11,50%,0.45,48 597
525,3522_Fabregas,14,10,50%,1.14,118 744
525,Driftwood_Tara,14,15,50%,0.64,76 358
525,Hungria15,14,10,50%,0.93,90 386
525,Want_Peach,24,12,50%,0.71,92 448
525,CHAOS_in_the_N1GHT,42,10,50%,0.55,54 465
525,TheOriginal28,24,10,50%,0.67,35 302
525,BallinCupCakes,34,10,50%,0.91,88 071
525,TenthIkarus,16,12,50%,0.44,116 345
525,JosueJaules,20,11,50%,0.5,74 889
525,Ethorina,22,11,50%,0.64,88 544
525,MagpieSalmosa,22,10,50%,0.59,82 623
525,SniperCV,22,12,50%,0.73,70 667
525,Emanuel_Tiberi,18,13,50%,0.44,47 767
525,USS_Lucifer_Morningstar,20,11,50%,0.8,65 678
525,Naike97RN,30,10,50%,0.63,60 120
525,D845GVSR,16,9,50%,0.62,69 077
525,Simitsumiumi,16,11,50%,0.75,113 477
525,W4ves,30,10,50%,0.63,44 621
525,pw3000,18,10,50%,1.0,78 098
525,bonkbonk_was_taken,18,10,50%,0.72,95 620
525,CapitaoSamurai,18,12,50%,0.44,45 195
628,BlackSoulRazor,55,10,49.09%,1.2,82 311
629,gerabo,49,9,48.98%,0.61,93 217
630,Oshirigami,47,10,48.94%,0.57,41 050
631,letsGO4660,41,10,48.78%,0.54,62 694
632,instile,39,11,48.72%,0.67,64 847
633,biggestpotato,64,9,48.44%,0.52,61 007
634,Darko363,29,10,48.28%,1.0,105 302
635,Bugfire,27,9,48.15%,0.81,65 174
635,wing_zero1919,27,10,48.15%,0.56,67 893
635,SFNL,27,10,48.15%,0.74,90 456
635,KZLU,27,10,48.15%,0.78,60 047
635,HailDarkside,27,10,48.15%,0.56,53 659
640,Lieselotte,50,9,48%,0.64,68 463
640,WorldWideHaterade,25,11,48%,0.76,69 612
640,Banks_66,25,10,48%,0.8,74 358
640,adrianf86,25,10,48%,0.88,93 376
640,Fubuki_SuKi,25,9,48%,0.84,105 627
640,R0B0T_CAMEL,25,10,48%,0.8,67 394
646,eomerfran,23,10,47.83%,0.57,79 819
646,StealthWare,23,10,47.83%,0.57,51 555
646,2013ngk,23,15,47.83%,0.61,53 908
646,JustAMathTeacher,23,10,47.83%,0.61,80 241
646,P1NG__,23,11,47.83%,0.65,68 933
646,YuGumo_31,23,11,47.83%,0.91,41 952
652,Tillt_RF,21,10,47.62%,0.43,39 643
652,DTKGamer98,21,11,47.62%,0.86,63 261
652,Ahr1,21,13,47.62%,0.71,89 521
655,Loco_Bandito,59,10,47.46%,0.61,58 511
656,kalor1,19,11,47.37%,0.26,31 326
656,KIRK_007,19,11,47.37%,0.63,59 236
656,EwokPoacher,19,10,47.37%,0.79,79 384
656,wilson0808,38,10,47.37%,0.45,41 427
656,Gryphen_Ghost,19,10,47.37%,0.68,64 757
656,stylishnoob,19,10,47.37%,0.53,84 287
656,LJNM,19,11,47.37%,1.05,74 444
663,1cluelesswonder,17,10,47.06%,0.71,46 891
663,Llaredrum,17,13,47.06%,0.59,90 705
663,Yukon_guy,17,12,47.06%,0.53,74 347
663,Burninator_USAF,17,13,47.06%,0.29,71 547
663,Cifer_,17,11,47.06%,0.41,50 667
663,CaptinKen,17,11,47.06%,0.65,81 031
663,TheTownBully,17,10,47.06%,0.41,45 351
663,Wolfpack2_2016,34,10,47.06%,0.62,91 881
663,Gruffilo,17,14,47.06%,0.71,66 684
663,jjspacecat10,34,10,47.06%,0.62,79 434
663,ITZ_ACE_BABY,17,9,47.06%,0.94,106 559
663,Fiera62,17,12,47.06%,0.71,96 125
663,Featherdustr,17,10,47.06%,0.59,108 175
663,broadsidebilly,17,11,47.06%,0.47,57 308
663,Jason_o7,17,10,47.06%,1.06,98 174
663,Indominus752,17,11,47.06%,0.76,110 109
679,scorpion_999999,49,10,46.94%,0.8,97 485
680,GSP_Jax,47,10,46.81%,0.66,70 016
681,PwndU,15,11,46.67%,1.07,95 694
681,GetKrushed,15,13,46.67%,0.8,65 308
681,Deus102,15,10,46.67%,1.13,100 333
681,5p4rtan,15,10,46.67%,0.27,70 781
681,Salvo_Creative,15,12,46.67%,0.4,55 061
681,Grimmboxer,15,12,46.67%,1.0,81 187
681,SirCraig89,15,11,46.67%,0.4,62 423
681,Wardawg116,15,11,46.67%,0.47,39 376
681,Duke_Brandon,15,10,46.67%,1.07,109 179
681,locodude44,15,10,46.67%,0.67,62 474
681,2116131813,15,11,46.67%,1.0,117 060
681,lone5wolf25,15,12,46.67%,0.4,66 831
681,HakenXD,15,9,46.67%,1.07,83 463
681,Leap_4rog,30,11,46.67%,0.67,87 500
681,aikekeya,15,10,46.67%,1.33,88 705
681,_BattleCruiser_Hyperion_,15,14,46.67%,0.67,85 586
681,ExplodiSeuToba,15,14,46.67%,0.4,47 288
681,Walkerghost_fighter,15,11,46.67%,0.73,78 390
699,BerbeckII,26,10,46.15%,0.88,44 095
699,tangerine007,26,13,46.15%,0.58,59 733
699,KimiC,26,12,46.15%,0.69,59 869
702,BigGun101,24,10,45.83%,0.88,82 262
702,YaoYaoCheckOut,24,10,45.83%,0.62,153 441
702,Supernova_1,24,11,45.83%,1.12,119 684
702,jerry658,24,11,45.83%,0.33,40 685
702,XXPanther,24,10,45.83%,0.71,81 030
702,navast_1,24,15,45.83%,0.12,26 216
708,Commodore_Felix,46,10,45.65%,0.63,78 807
709,mahdee08,90,10,45.56%,0.3,33 712
710,Spirit_of_76,22,11,45.45%,0.59,64 493
710,U505_Gunner,22,10,45.45%,0.32,36 553
710,jjerryemery,22,12,45.45%,0.82,62 595
710,MitoUchiha,44,10,45.45%,1.14,111 990
710,RodrigoVasconcelos,22,10,45.45%,0.86,67 887
710,ParrenC,22,10,45.45%,0.41,70 527
710,shurrock3,33,10,45.45%,0.52,96 500
717,sir_oregon,20,12,45%,0.55,67 249
717,QSubzero,20,12,45%,0.35,37 936
717,Really777,20,10,45%,0.6,109 335
717,jean19paul,20,12,45%,0.6,72 484
717,Seleucus24,20,9,45%,0.65,88 168
717,Duchangxanh,20,18,45%,1.1,85 934
717,Capt_Torro,20,14,45%,0.6,54 335
717,admiralsexybeast,20,13,45%,0.4,82 377
717,BowBonk,20,11,45%,0.65,97 815
717,12Idiot_AnotherSide,20,10,45%,0.9,59 775
717,tmangoober,20,12,45%,0.7,68 121
717,mattbyte21,20,11,45%,1.0,117 075
717,Filipi_Marelo,20,11,45%,0.45,66 551
717,Shock_de_Ordem,20,11,45%,1.0,111 881
