,Player,Battles,Rank,Win rate,Avg. frags,Avg. damage
201,Potato_Killer_,15,12,60%,1.0,88 202
201,Watatsuki_no_Yorihime,15,9,60%,0.73,85 355
201,sambravo,15,10,60%,0.4,67 347
201,Kor_Chiwoo,30,9,60%,0.4,94 354
201,ChernoAlphaT90,15,10,60%,0.47,77 990
201,bluetrooper2544,15,10,60%,1.13,78 403
201,Lochib,15,10,60%,0.67,55 817
201,ProjetD_16,20,10,60%,0.6,65 648
201,IIMade,15,9,60%,0.73,47 540
201,bearsanbeats,20,11,60%,1.0,96 351
201,IronHorseGreen1,15,11,60%,0.6,58 833
201,XENEIZE1792,15,11,60%,0.13,58 664
201,soccerruhl13,15,12,60%,1.07,101 083
201,tenfingerstentoes,25,10,60%,0.76,50 201
201,froggy119,20,10,60%,0.8,60 634
201,StraikerMS,25,9,60%,1.2,98 116
201,lacsala,15,11,60%,0.2,25 116
201,PUERTO_RICO_A,30,9,60%,0.6,96 126
201,Condor214,30,8,60%,0.6,43 782
201,ArayaSouren,20,10,60%,0.75,155 008
201,air38400,15,9,60%,0.93,109 346
201,DeadCromrise,15,10,60%,0.73,85 029
201,You_stand_and_never_die,20,10,60%,0.8,84 955
201,Colin_2020_2020,20,9,60%,0.8,107 937
231,Fox_Red3,22,10,59.09%,0.36,48 741
231,Uncorrupted,22,8,59.09%,0.91,102 816
231,KamiSamurai,44,9,59.09%,0.93,105 942
231,Fleet_1,22,10,59.09%,0.86,94 261
231,Pukapumbra,22,9,59.09%,0.73,120 806
231,POT_HUNSHUI,22,9,59.09%,0.68,108 142
237,I_Yeet_Potatoes,39,7,58.97%,0.72,106 463
238,zoto724,17,10,58.82%,0.65,68 327
238,Watch_Wolf,17,13,58.82%,0.65,76 275
238,SyDeimon_45,17,10,58.82%,0.82,94 785
238,FrozenZomb1e,17,11,58.82%,0.82,75 535
238,Willard_the_Rat,17,10,58.82%,0.65,98 285
238,The_Painted_Target,17,14,58.82%,1.29,92 080
238,UrNemesis,17,10,58.82%,0.71,69 217
238,MasterCeltic,17,11,58.82%,0.41,81 739
238,CV60_Saratoga,17,8,58.82%,0.59,107 825
247,rockmanaxl,29,9,58.62%,0.86,108 884
248,kentaggie,53,8,58.49%,0.58,60 786
249,shifteee,24,9,58.33%,0.83,101 786
249,baconated,36,12,58.33%,0.97,88 275
249,Quincy_0v0,60,5,58.33%,1.2,87 446
249,stardream96,24,8,58.33%,0.67,88 136
249,Cat_Cash,24,10,58.33%,0.54,92 459
254,JTdog79,19,15,57.89%,1.05,107 716
254,TopNepNep,19,8,57.89%,1.21,115 744
254,Foxapolooza,19,10,57.89%,0.84,85 880
254,OldSteel_Potato,19,10,57.89%,0.47,48 095
254,Gilhop,38,8,57.89%,1.16,100 276
254,Alexscout22,38,8,57.89%,0.92,117 314
254,Doc_Veritas,19,10,57.89%,0.21,37 219
254,wimbet,19,10,57.89%,1.53,98 234
254,SgtWilhelms,19,9,57.89%,0.79,70 665
254,farlong1,19,9,57.89%,0.84,135 597
264,robzblack99,45,10,57.78%,0.69,63 052
265,madmanthan21,26,9,57.69%,1.08,74 664
265,EliteViperSlaya,26,10,57.69%,0.73,89 192
267,dirt813,59,6,57.63%,0.73,73 620
268,Project_Belgium,33,8,57.58%,0.85,84 947
268,Tairitsu_GL,33,9,57.58%,1.27,93 707
270,_TheThief_,54,8,57.41%,1.13,118 304
271,Pounder001,14,12,57.14%,0.5,82 828
271,_Renown,14,10,57.14%,1.14,99 514
271,____ROGUE____,14,10,57.14%,0.5,60 170
271,Jammer777,14,11,57.14%,0.29,38 412
271,Remasters11,14,11,57.14%,0.64,58 401
271,Chet_Stedman,21,10,57.14%,1.05,86 530
271,Lego_Party_Australia,42,9,57.14%,0.88,51 490
271,Zwebs,21,11,57.14%,0.38,79 132
271,Cody_The_Destroyer,14,10,57.14%,1.14,94 913
271,lemonjello_1,28,10,57.14%,0.61,69 476
271,EverettWV,14,8,57.14%,1.21,56 063
271,UnRipe,14,9,57.14%,1.21,113 130
271,crap_apple,35,9,57.14%,0.74,48 748
271,Hyperuranion,14,10,57.14%,1.07,141 879
271,EyeDeeTenTango,21,12,57.14%,1.24,84 582
271,BB63Hawaii,14,9,57.14%,0.79,91 824
271,BISCMARK_1,14,10,57.14%,1.0,94 297
271,t_y_c_h_o_b_r_a_h_e,14,10,57.14%,0.36,102 293
271,anybigpapa94,14,10,57.14%,0.93,83 822
271,marcosjavi77,14,12,57.14%,0.36,54 712
271,Angel_of_the_Sea,14,11,57.14%,0.64,90 221
271,Skeppy_BB,14,12,57.14%,1.07,100 771
271,maximus_1452,21,10,57.14%,0.81,52 455
271,Arkeee,21,11,57.14%,0.62,123 039
271,Lammarck,14,10,57.14%,0.93,111 426
271,RearADM_Air_Biscuit,14,13,57.14%,0.57,66 223
271,TST_O_CaverA,14,10,57.14%,0.43,52 721
298,LastGunslinger49,51,9,56.86%,0.41,68 232
299,Cykyl,30,9,56.67%,0.83,93 253
299,OKADA_,30,10,56.67%,0.97,94 552
299,ARiEsLi,30,8,56.67%,0.53,48 064
299,TheHurricane99,30,9,56.67%,0.97,98 427
303,TheMitchMan123,23,10,56.52%,0.52,69 304
303,SGHM,23,10,56.52%,1.0,117 347
303,TheOneReign,23,10,56.52%,0.74,88 448
306,xSCHWANx,55,9,56.36%,0.67,64 405
307,Deathwolf958,16,10,56.25%,0.62,73 516
307,gatorken,16,11,56.25%,0.69,63 088
307,ruthven85,16,13,56.25%,0.75,77 213
307,ParagonOpus1,16,11,56.25%,1.0,80 182
307,elef,16,10,56.25%,1.12,82 480
307,Zilwigie,16,12,56.25%,0.44,100 797
307,EvelAye,16,11,56.25%,0.25,45 381
307,BAP_Almirante_Grau_CLM81,16,10,56.25%,0.56,82 689
307,xMatu,16,11,56.25%,0.5,54 329
307,_DeathRow_,32,8,56.25%,0.59,74 067
307,Ikarus_Queen,16,10,56.25%,0.44,75 294
307,longyuzhou,32,9,56.25%,0.38,100 685
307,MaxcimusDecimusMeridius,16,15,56.25%,0.62,65 685
307,SternBonk,16,9,56.25%,0.56,104 742
307,Salem_Bro,16,10,56.25%,0.56,75 953
307,Siegfried_Scourge,16,10,56.25%,0.75,62 831
307,contag10n,16,11,56.25%,0.69,87 640
307,1036383286,16,10,56.25%,0.5,76 952
307,Bismarckuit,16,10,56.25%,0.56,68 034
326,yangtft,25,8,56%,0.92,98 235
326,_Alemao_,25,10,56%,0.6,57 762
326,Davy6970,25,16,56%,0.6,40 668
326,Akeno017,25,11,56%,1.16,100 274
326,MANCO_PRO,25,9,56%,0.72,104 260
331,Admiral_Tester,34,8,55.88%,1.32,117 489
331,Pastern_,34,8,55.88%,0.76,68 225
333,jscover,18,11,55.56%,0.5,102 572
333,BarronRichthofen,18,11,55.56%,0.61,52 691
333,MonkeyArms,18,10,55.56%,0.89,97 425
333,Quacken99,36,10,55.56%,0.81,102 830
333,CV_Overpowered,18,11,55.56%,0.67,87 678
333,grunter_2014,18,10,55.56%,0.39,56 034
333,bullgod31313,18,11,55.56%,0.39,84 465
333,M00N707,18,10,55.56%,1.28,118 275
333,InDecay,18,9,55.56%,1.06,89 991
333,M1keybeast6666,27,9,55.56%,0.78,101 829
333,ItzPrimeTyme,18,10,55.56%,0.56,75 849
333,jimijester62,18,10,55.56%,0.56,83 301
333,You_Gagged_On_It,18,10,55.56%,0.72,73 447
333,HMS_Popeye,18,9,55.56%,0.83,68 140
333,EnsignRicky,18,10,55.56%,0.28,62 587
333,TAEGUU_TV,18,10,55.56%,1.06,87 624
333,BACK2PORTBOI,18,10,55.56%,0.78,101 275
333,NightmareOfSeas666,54,9,55.56%,0.57,44 511
351,Stradivarious,29,10,55.17%,0.79,83 639
351,pinnacle91,29,9,55.17%,0.34,86 714
351,RedScarab,29,9,55.17%,0.97,75 280
351,alphalink11,29,10,55.17%,0.55,55 122
351,597733241,29,10,55.17%,0.69,69 893
351,Tattoo0410,29,8,55.17%,0.93,113 666
357,Max_Strayer,49,9,55.1%,0.39,44 690
358,kaelthus,20,10,55%,0.5,82 502
358,2FKNBAD,20,10,55%,0.75,65 151
358,raxsavvage,20,10,55%,0.4,33 693
358,Renatoctti04,20,10,55%,0.5,60 791
358,__Kain__,20,9,55%,0.85,88 668
363,arimatea_centinela,31,9,54.84%,0.84,63 751
363,The_GarbagePail_Kid,31,9,54.84%,0.68,75 757
363,Inter_Poa,31,10,54.84%,0.65,65 061
366,Lobo4u,22,15,54.55%,1.18,94 451
366,zouqingxing1987,33,8,54.55%,0.64,97 761
366,Aeruthael,22,12,54.55%,0.86,104 397
366,mctanknspank,22,10,54.55%,0.55,73 139
366,ilsolomon538,22,11,54.55%,0.68,89 002
366,YuukiAsuna930,33,8,54.55%,1.03,78 919
366,nickmdp,22,10,54.55%,0.5,108 508
373,PicRic21,59,8,54.24%,0.97,98 734
374,JAFFA_KREE,24,11,54.17%,0.75,89 470
374,TBNRstorm,24,10,54.17%,0.58,95 809
374,meSuper3,24,10,54.17%,0.62,97 228
374,Chester07_2019,24,11,54.17%,0.88,83 317
378,Duntime,26,10,53.85%,0.46,83 869
378,TheShocker2_1,26,11,53.85%,0.81,76 130
378,NakiriAyamee,26,9,53.85%,0.5,99 639
378,Silver_kun,39,9,53.85%,0.59,80 315
378,DeuceOfClubs,39,10,53.85%,0.51,42 416
383,xXBOOMYXx25,69,6,53.62%,0.94,92 379
384,RichJones,28,11,53.57%,0.43,40 684
384,Bill_Butcher_1,28,9,53.57%,0.61,58 891
386,zombiekiller,15,13,53.33%,0.53,97 685
386,gatthew,15,10,53.33%,1.07,124 503
386,SootierSton,15,11,53.33%,0.47,99 616
386,1DeathStalker3,15,10,53.33%,0.4,59 337
386,saleen37804,15,10,53.33%,1.07,82 475
386,Meta_Man,15,10,53.33%,0.73,48 930
386,Sir_Tony_Robinson,15,11,53.33%,0.73,64 524
386,Observador555,15,10,53.33%,1.2,111 091
386,tanklesss,15,11,53.33%,0.2,36 739
386,Yamamoto_Genrysai,15,10,53.33%,1.0,95 675
386,LROD82,15,10,53.33%,0.6,39 111
386,DrZiot,15,12,53.33%,1.0,95 206
386,BowBonk,15,10,53.33%,0.8,106 900
386,_SIava_,30,9,53.33%,1.1,122 345
386,Yoshii_,15,10,53.33%,1.73,128 611
386,Shenennigans,15,13,53.33%,0.73,79 435
386,Iggy486,15,12,53.33%,0.6,88 337
386,Gemlin,15,10,53.33%,1.2,95 375
386,Ado1fCarsar,15,10,53.33%,1.0,113 296
386,Captain__CoCo,15,11,53.33%,0.27,34 750
386,Kisekimo_Mahomo_Arundayo,15,11,53.33%,0.87,95 393
407,bajhozero,32,10,53.13%,0.66,70 122
407,marceloRJ_destroyer,32,10,53.13%,0.72,72 336
409,DeadOnDeliveryX,17,10,52.94%,0.94,85 061
409,Cannon_Fodder_xo,17,11,52.94%,0.59,63 625
409,Royce7575,34,10,52.94%,0.79,95 064
409,Puercotron,34,11,52.94%,1.0,78 476
409,Vyktoris,34,11,52.94%,0.35,25 956
409,Prost7,17,14,52.94%,0.88,128 345
409,Hawkness,17,16,52.94%,0.94,54 001
409,054A1DaLian,17,11,52.94%,0.76,86 317
417,Aged_Beef,36,10,52.78%,0.72,54 299
418,blackangus,19,9,52.63%,0.58,47 341
418,BelugaLucas,19,11,52.63%,0.16,29 101
418,General_WTSherman,19,10,52.63%,0.58,52 975
418,vpkozel,19,11,52.63%,0.53,57 793
418,good_ballance,19,8,52.63%,1.0,126 157
418,Ednan72,38,14,52.63%,0.74,76 219
418,280605459,19,10,52.63%,0.79,107 399
425,Happy_Thoughts,40,8,52.5%,0.82,72 846
426,jasontmn,21,18,52.38%,0.48,57 267
426,Jacklo_1,21,10,52.38%,0.86,95 296
426,Admiral_Calamari,21,9,52.38%,0.81,93 734
426,SMOKEYSHADOWS,21,10,52.38%,0.38,73 623
426,NaKaN096303,21,10,52.38%,0.43,45 286
431,Comrad_Captain5,23,12,52.17%,0.48,59 963
431,zatara01,23,10,52.17%,0.61,82 350
431,UnAshamedKen,23,10,52.17%,0.43,43 574
431,HighSpeedSteel3,23,11,52.17%,0.52,42 822
431,Cpt_Hellfire,23,10,52.17%,0.83,96 105
431,advocator_,23,10,52.17%,0.74,86 262
431,JimBone86,23,11,52.17%,0.35,38 990
438,Airtroops83,25,10,52%,1.4,119 911
438,ZHIQIU,25,12,52%,1.08,125 459
440,ShadowOcelot1,27,12,51.85%,0.81,126 777
441,SunkCostSubmarine,29,9,51.72%,1.14,91 507
441,HyPeXeLeD,29,8,51.72%,0.9,91 580
441,Aldo_479,29,10,51.72%,1.1,55 813
444,PPCHAHA,39,8,51.28%,0.82,87 380
445,elsaltenio,41,10,51.22%,0.83,68 830
445,Taregant,41,9,51.22%,0.63,94 083
447,KnotWorking,43,8,51.16%,0.91,89 728
448,Mongoose296,51,10,50.98%,0.53,54 701
449,___kirito,55,11,50.91%,0.67,72 046
450,Bronxman,26,12,50%,0.77,100 482
450,l3RAVE,14,11,50%,0.71,96 130
450,CaptSalt,36,9,50%,0.69,73 827
450,Agent822,16,11,50%,0.62,53 712
450,Cowboy_WY,24,10,50%,0.67,60 120
450,TankLlama,22,14,50%,0.73,56 415
450,BeastmodeGuNs,28,10,50%,0.5,65 375
450,kevin2804,20,10,50%,0.85,106 912
450,Reavan6,20,12,50%,0.65,88 260
450,Cpt_Crook,14,13,50%,1.0,117 205
450,AtlasRand,18,18,50%,0.83,118 700
450,TheKildar,16,12,50%,0.81,113 336
450,twobravo,16,15,50%,0.88,87 179
450,Poletramp,20,12,50%,0.25,30 560
450,Rabbitt81,14,13,50%,1.07,85 105
450,mavera20,16,12,50%,0.81,134 508
450,_Zeca_,26,9,50%,0.58,76 258
450,MRBUCK3T,14,12,50%,0.79,77 942
450,StusCru,24,10,50%,0.71,50 400
450,WanderQuest,14,10,50%,0.64,53 253
450,landocowrissian,38,11,50%,0.84,60 147
450,Mynamehasnik,14,14,50%,0.79,99 993
450,ReconCav,26,10,50%,0.46,56 868
450,JBcommander,14,12,50%,0.93,85 416
450,Superakm,20,11,50%,0.55,69 982
450,HugeSubpoena,28,10,50%,0.68,83 527
450,xalloc,24,13,50%,0.38,56 780
450,B2bimbap,14,12,50%,0.57,117 511
450,iSaint_v2,16,11,50%,0.62,82 067
450,fury_tom,14,17,50%,0.36,37 961
450,SHELLBACK_2,24,10,50%,0.58,68 729
450,Obi_Wan_Cannoli,14,11,50%,0.71,66 871
450,KotaruTsukishiro,18,11,50%,0.78,117 101
450,xElDUROx,14,11,50%,0.57,46 526
450,MR_Windsor,22,10,50%,0.45,41 660
450,tTank777,14,12,50%,0.21,70 437
450,badpanda15,34,9,50%,0.59,77 469
450,PieHero,20,10,50%,1.1,99 875
450,chuky_mexico,52,8,50%,0.56,120 415
450,Destroyer_KuroshioKai,20,10,50%,0.95,75 621
450,Poookerz,16,12,50%,0.94,106 884
450,Fryce_,18,10,50%,1.06,85 603
450,alphaE,18,11,50%,0.67,106 066
450,Surui,16,10,50%,0.94,82 245
450,Cap_Ostra,14,11,50%,0.71,59 538
450,SkyBlue4664,14,10,50%,0.71,78 405
450,MisterSlithers,14,11,50%,1.0,110 849
450,Maukadragon,18,11,50%,1.11,104 131
450,Samuelljacksonn,14,14,50%,0.43,66 653
450,aaronvargass,26,10,50%,0.73,82 322
450,Baturro__,20,10,50%,0.25,37 253
450,Stephen_Corelli,16,11,50%,0.38,96 135
450,Cruiser_Providence,18,11,50%,0.67,105 319
450,Carpasiking,14,11,50%,0.43,44 503
450,Iankuba,34,9,50%,0.68,92 468
450,WhyYouHefToBeMad,14,11,50%,0.71,79 430
450,lucentrevival,24,8,50%,0.96,105 361
450,Duicida,18,11,50%,0.72,88 086
450,Alienmenace_1,18,12,50%,0.61,63 337
450,Violetttt,16,10,50%,0.5,72 896
450,TrapLord17,22,11,50%,0.18,54 921
450,Blastoise_007,20,9,50%,0.75,97 767
450,Achilies_01,14,10,50%,1.07,97 034
450,Farting_Chick,18,9,50%,1.11,92 003
450,VIPversatile,44,9,50%,0.98,110 596
450,BattleWoLFz,14,11,50%,0.93,102 377
450,Bodycount_PDX,44,8,50%,0.82,124 692
450,Coppinger_the_Cruel,14,10,50%,1.0,68 971
450,Evangard,20,11,50%,0.85,78 259
450,HakenXD,14,9,50%,1.07,87 197
450,Winston_MTB,16,10,50%,1.62,121 066
450,kagolu,34,10,50%,0.44,69 818
450,clevelandbestshipfu,14,14,50%,1.21,125 651
450,BasJon,22,11,50%,0.45,48 597
450,Driftwood_Tara,14,15,50%,0.64,76 358
450,Hungria15,14,10,50%,0.93,90 386
450,Want_Peach,24,12,50%,0.71,92 448
450,CHAOS_in_the_N1GHT,42,10,50%,0.55,54 465
450,TheOriginal28,24,10,50%,0.67,35 302
450,BallinCupCakes,20,12,50%,0.9,93 141
450,TenthIkarus,16,12,50%,0.44,116 345
450,Ethorina,22,11,50%,0.64,88 544
450,SniperCV,22,12,50%,0.73,70 667
450,Emanuel_Tiberi,18,13,50%,0.44,47 767
450,USS_Lucifer_Morningstar,20,11,50%,0.8,65 678
450,D845GVSR,16,9,50%,0.62,69 077
450,Simitsumiumi,16,11,50%,0.75,113 477
450,W4ves,30,10,50%,0.63,44 621
450,pw3000,18,10,50%,1.0,78 098
450,Geargiong,20,11,50%,0.85,69 378
450,Oshirigami,34,9,50%,0.41,36 461
450,CapitaoSamurai,18,12,50%,0.44,45 195
542,BlackSoulRazor,55,10,49.09%,1.2,82 311
543,letsGO4660,41,10,48.78%,0.54,62 694
544,instile,39,11,48.72%,0.67,64 847
545,biggestpotato,64,9,48.44%,0.52,61 007
546,Darko363,29,10,48.28%,1.0,105 302
547,Bugfire,27,9,48.15%,0.81,65 174
547,wing_zero1919,27,10,48.15%,0.56,67 893
547,SFNL,27,10,48.15%,0.74,90 456
547,KZLU,27,10,48.15%,0.78,60 047
551,Lieselotte,50,9,48%,0.64,68 463
551,WorldWideHaterade,25,11,48%,0.76,69 612
551,Banks_66,25,10,48%,0.8,74 358
551,Fubuki_SuKi,25,9,48%,0.84,105 627
551,R0B0T_CAMEL,25,10,48%,0.8,67 394
556,eomerfran,23,10,47.83%,0.57,79 819
556,StealthWare,23,10,47.83%,0.57,51 555
556,Niko_Teen,23,18,47.83%,0.7,86 458
556,2013ngk,23,15,47.83%,0.61,53 908
556,P1NG__,23,11,47.83%,0.65,68 933
561,Ahr1,21,13,47.62%,0.71,89 521
562,Loco_Bandito,59,10,47.46%,0.61,58 511
563,kalor1,19,11,47.37%,0.26,31 326
563,KIRK_007,19,11,47.37%,0.63,59 236
563,wilson0808,38,10,47.37%,0.45,41 427
563,Gryphen_Ghost,19,10,47.37%,0.68,64 757
563,stylishnoob,19,10,47.37%,0.53,84 287
563,LJNM,19,11,47.37%,1.05,74 444
569,1cluelesswonder,17,10,47.06%,0.71,46 891
569,Llaredrum,17,13,47.06%,0.59,90 705
569,Burninator_USAF,17,13,47.06%,0.29,71 547
569,Cifer_,17,11,47.06%,0.41,50 667
569,TheTownBully,17,10,47.06%,0.41,45 351
569,Wolfpack2_2016,34,10,47.06%,0.62,91 881
